LeftBreakpoint	RightBreakpoint	FusionName	Sample	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
21:14825522	21:15043573	AF127577.4--NRIP1	BS_RXN5T5YT	ARRIBA	other	1	0	low	[],duplication	AF127577.4	NA	NRIP1	NA	NA	Oncogene	NA	NA	NA
21:15014344	21:15043574	AF127577.4--NRIP1	BS_RXN5T5YT	ARRIBA	other	1	0	low	[],duplication	AF127577.4	NA	NRIP1	NA	NA	Oncogene	NA	NA	NA
14:49586871	9:35657882	AL139099.5--RMRP	BS_RXN5T5YT	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	AL139099.5	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
14:49586854	9:35658010	AL139099.5--RMRP	BS_RXN5T5YT	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	AL139099.5	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
16:30068976	19:1455386	ALDOA--APC2	BS_RXN5T5YT	ARRIBA	frameshift	1	1	low	[INTERCHROMOSOMAL[chr16--chr19]],translocation	ALDOA	NA	APC2	NA	NA	Oncogene	NA	NA	NA
1:181580776	1:181577766	CACNA1E--CACNA1E	BS_RXN5T5YT	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.39Mb]],duplication/non-canonical_splicing	CACNA1E	NA	CACNA1E	NA	NA	NA	NA	NA	NA
4:93238490	4:93084995	GRID2--GRID2	BS_RXN5T5YT	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:1.51Mb]],duplication/non-canonical_splicing	GRID2	NA	GRID2	NA	NA	NA	NA	NA	NA
4:108168604	4:55771495	LEF1--NMU(134797)/RNU6-276P(27141)	BS_RXN5T5YT	ARRIBA	other	6	0	medium	[],deletion	LEF1	NA	NMU	RNU6-276P	CosmicCensus, Oncogene, TranscriptionFactor	NA	NA	NA	NA
21:14825522	21:15043573	LINC02246--NRIP1	BS_RXN5T5YT	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	Oncogene	NA	NA	NA
21:14853274	21:15043574	LINC02246--NRIP1	BS_RXN5T5YT	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	Oncogene	NA	NA	NA
9:120713988	3:129504531	MEGF9--IFT122	BS_RXN5T5YT	ARRIBA	frameshift	2	0	low	[INTERCHROMOSOMAL[chr9--chr3]],translocation	MEGF9	NA	IFT122	NA	NA	NA	NA	NA	NA
4:84492407	4:54426448	NKX6-1--AC098587.1(49696)/AC098868.1(14054)	BS_RXN5T5YT	ARRIBA	other	1	1	medium	[],inversion	NKX6-1	NA	AC098587.1	AC098868.1	TranscriptionFactor	NA	NA	NA	NA
4:54277492	4:53508227	PDGFRA--LNX1	BS_RXN5T5YT	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr4:0.53Mb]],inversion	PDGFRA	NA	LNX1	NA	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	NA	NA
9:35657772	14:49586588	RMRP--AL139099.5	BS_RXN5T5YT	STARFUSION	other	5	8	NA	[INTERCHROMOSOMAL[chr9--chr14]]	RMRP	NA	AL139099.5	NA	Oncogene	NA	NA	NA	NA
9:35657773	14:49586588	RMRP--RN7SL1	BS_RXN5T5YT	STARFUSION	other	5	8	NA	[INTERCHROMOSOMAL[chr9--chr14]]	RMRP	NA	RN7SL1	NA	Oncogene	NA	NA	NA	NA
6:52995783	14:49862665	RN7SK--RN7SL2	BS_RXN5T5YT	STARFUSION	other	6	15	NA	[INTERCHROMOSOMAL[chr6--chr14]]	RN7SK	NA	RN7SL2	NA	NA	NA	NA	NA	NA
6:52995906	14:49862740	RN7SK--RN7SL2	BS_RXN5T5YT	STARFUSION	other	5	15	NA	[INTERCHROMOSOMAL[chr6--chr14]]	RN7SK	NA	RN7SL2	NA	NA	NA	NA	NA	NA
14:49586871	9:35657882	RN7SL1--RMRP	BS_RXN5T5YT	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	RN7SL1	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
14:49586854	9:35658010	RN7SL1--RMRP	BS_RXN5T5YT	STARFUSION	other	3	9	NA	[INTERCHROMOSOMAL[chr14--chr9]]	RN7SL1	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_RXN5T5YT	ARRIBA	other	9	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S0175QKX	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S0175QKX	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
15:93592733	15:93553605	AC110023.1--AC091078.1	BS_S0175QKX	ARRIBA	other	3	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20384]],duplication	AC110023.1	NA	AC091078.1	NA	NA	NA	NA	NA	NA
10:17100005	10:17104605	CUBN--CUBN	BS_S0175QKX	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr10:0.31Mb]],duplication/non-canonical_splicing	CUBN	NA	CUBN	NA	Oncogene	Oncogene	NA	NA	NA
7:137521866	7:137623554	DGKI--DGKI	BS_S0175QKX	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.47Mb]],duplication/non-canonical_splicing	DGKI	NA	DGKI	NA	NA	NA	NA	NA	NA
14:88712271	14:88754671	EML5--EML5	BS_S0175QKX	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.18Mb]],duplication/non-canonical_splicing	EML5	NA	EML5	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_S0175QKX	ARRIBA	other	9	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
13:69940040	13:69975802	KLHL1--KLHL1	BS_S0175QKX	ARRIBA	frameshift	13	1	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.41Mb]],duplication/non-canonical_splicing	KLHL1	NA	KLHL1	NA	NA	NA	NA	NA	NA
18:7032066	18:7046367	LAMA1--LAMA1	BS_S0175QKX	ARRIBA	in-frame	10	0	low	[SELFIE,INTRACHROMOSOMAL[chr18:0.18Mb]],duplication/non-canonical_splicing	LAMA1	NA	LAMA1	NA	NA	NA	NA	NA	NA
2:149486345	2:149449049	LYPD6(12197)/MMADHC(83289)--LYPD6	BS_S0175QKX	ARRIBA	other	3	0	high	[],duplication	LYPD6	MMADHC	LYPD6	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S0175QKX	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S1KK7XRH	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S1KK7XRH	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
10:4889923	10:4830675	AKR1C6P--AKR1E2	BS_S1KK7XRH	ARRIBA	other	7	0	high	[INTRACHROMOSOMAL[chr10:0.02Mb],LOCAL_INVERSION:-:+:[23839]],duplication/3'-3'	AKR1C6P	NA	AKR1E2	NA	NA	NA	NA	NA	NA
1:171247581	1:170807604	AL445673.1--PRRX1(68185)/MROH9(127867)	BS_S1KK7XRH	ARRIBA	other	3	0	medium	[],deletion	AL445673.1	NA	PRRX1	MROH9	NA	CosmicCensus, Oncogene, TranscriptionFactor	NA	NA	NA
5:37122430	5:37239869	C5orf42--C5orf42	BS_S1KK7XRH	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.14Mb]],duplication/non-canonical_splicing	C5orf42	NA	C5orf42	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_S1KK7XRH	ARRIBA	other	6	1	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
3:178801793	3:178921910	KCNMB2-AS1--KCNMB2-AS1(61505)/ZMAT3(95313)	BS_S1KK7XRH	ARRIBA	other	3	1	medium	[],duplication	KCNMB2-AS1	NA	KCNMB2-AS1	ZMAT3	NA	NA	NA	NA	NA
7:138861139	7:140787584	KIAA1549--BRAF	BS_S1KK7XRH	ARRIBA	in-frame	11	1	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
6:118813102	6:118856545	MCM9--MCM9	BS_S1KK7XRH	ARRIBA	in-frame	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.12Mb]],duplication	MCM9	NA	MCM9	NA	TumorSuppressorGene	TumorSuppressorGene	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S1KK7XRH	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
3:167575918	3:167664448	WDR49--WDR49(10465)/PDCD10(18850)	BS_S1KK7XRH	ARRIBA	frameshift	1	0	low	[],duplication	WDR49	NA	WDR49	PDCD10	NA	NA	NA	NA	NA
7:9189560	7:8612991	AC004852.2--NXPH1	BS_S1M423AB	ARRIBA	other	4	0	medium	[INTRACHROMOSOMAL[chr7:0.33Mb]],deletion/5'-5'	AC004852.2	NA	NXPH1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S1M423AB	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S1M423AB	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
16:14932796	16:14766447	AC138932.1--AC136443.2	BS_S1M423AB	ARRIBA	other	8	0	low	[INTRACHROMOSOMAL[chr16:0.14Mb]],duplication/5'-5'	AC138932.1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
10:4929717	10:4830675	AKR1C6P--AKR1E2	BS_S1M423AB	ARRIBA	other	1	2	high	[INTRACHROMOSOMAL[chr10:0.02Mb],LOCAL_INVERSION:-:+:[23839]],duplication/3'-3'	AKR1C6P	NA	AKR1E2	NA	NA	NA	NA	NA	NA
9:38471933	9:38426650	AL390726.6--IGFBPL1(2203)/AL390726.6(7046)	BS_S1M423AB	ARRIBA	other	3	0	medium	[],duplication	AL390726.6	NA	IGFBPL1	AL390726.6	NA	TumorSuppressorGene	NA	NA	NA
8:131970643	8:131944745	EFR3A--EFR3A	BS_S1M423AB	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr8:0.11Mb]],duplication/non-canonical_splicing	EFR3A	NA	EFR3A	NA	NA	NA	NA	NA	NA
6:65490594	6:65495993	EYS--EYS	BS_S1M423AB	ARRIBA	frameshift	69	6	high	[SELFIE,[\ChimerKB\],INTRACHROMOSOMAL[chr6:1.99Mb]],duplication/non-canonical_splicing	EYS	NA	EYS	NA	NA	NA	NA	NA	NA
X:14796160	X:14865580	GLRA2(64348)/NPM1P9(38316)--FANCB	BS_S1M423AB	ARRIBA	other	8	1	high	[],duplication	GLRA2	NPM1P9	FANCB	NA	NA	NA	NA	NA	NA
14:59456438	14:59565275	GPR135--CCDC175	BS_S1M423AB	ARRIBA	other	1	2	high	[GTEx,INTRACHROMOSOMAL[chr14:0.04Mb],LOCAL_REARRANGEMENT:-:[39197]],duplication	GPR135	NA	CCDC175	NA	NA	NA	NA	NA	NA
14:59458857	14:59565275	GPR135--CCDC175	BS_S1M423AB	ARRIBA	other	1	2	high	[GTEx,INTRACHROMOSOMAL[chr14:0.04Mb],LOCAL_REARRANGEMENT:-:[39197]],duplication	GPR135	NA	CCDC175	NA	NA	NA	NA	NA	NA
14:59456438	14:59543454	GPR135--CCDC175	BS_S1M423AB	ARRIBA	other	1	2	high	[GTEx,INTRACHROMOSOMAL[chr14:0.04Mb],LOCAL_REARRANGEMENT:-:[39197]],duplication	GPR135	NA	CCDC175	NA	NA	NA	NA	NA	NA
14:59458857	14:59540746	GPR135--CCDC175	BS_S1M423AB	ARRIBA	other	1	2	high	[GTEx,INTRACHROMOSOMAL[chr14:0.04Mb],LOCAL_REARRANGEMENT:-:[39197]],duplication	GPR135	NA	CCDC175	NA	NA	NA	NA	NA	NA
17:45996664	17:45978375	MAPT--MAPT	BS_S1M423AB	ARRIBA	frameshift	8	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr17:0.13Mb]],duplication/non-canonical_splicing	MAPT	NA	MAPT	NA	NA	NA	NA	NA	NA
16:14932796	16:14766447	NPIPA1--AC136443.2	BS_S1M423AB	ARRIBA	other	8	0	low	[INTRACHROMOSOMAL[chr16:0.15Mb]],duplication/5'-5'	NPIPA1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
1:176765837	1:176702607	PAPPA2--PAPPA2	BS_S1M423AB	ARRIBA	frameshift	17	9	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.38Mb]],duplication/non-canonical_splicing	PAPPA2	NA	PAPPA2	NA	Oncogene	Oncogene	NA	NA	NA
1:98953070	1:98956741	PLPPR5--PLPPR5	BS_S1M423AB	ARRIBA	in-frame	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.11Mb]],duplication/non-canonical_splicing	PLPPR5	NA	PLPPR5	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S1M423AB	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
13:49976333	13:49997419	SPRYD7(39843)/DLEU2(6219)--DLEU2	BS_S1M423AB	ARRIBA	other	1	0	low	[],duplication	SPRYD7	DLEU2	DLEU2	NA	NA	TumorSuppressorGene, Oncogene	TumorSuppressorGene, Oncogene	NA	NA
8:52212079	8:52230077	ST18--ST18	BS_S1M423AB	ARRIBA	frameshift	15	1	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.35Mb]],duplication/non-canonical_splicing	ST18	NA	ST18	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
1:114981512	1:114923449	SYCP1--SYCP1	BS_S1M423AB	ARRIBA	frameshift	33	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.14Mb]],duplication/non-canonical_splicing	SYCP1	NA	SYCP1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S2TA8R29	ARRIBA	other	41	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S2TA8R29	ARRIBA	other	41	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
5:91102340	5:90781430	ADGRV1--ADGRV1	BS_S2TA8R29	ARRIBA	frameshift	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.64Mb]],duplication/non-canonical_splicing	ADGRV1	NA	ADGRV1	NA	NA	NA	NA	NA	NA
1:77137746	1:77062975	AL035409.1--ST6GALNAC5	BS_S2TA8R29	ARRIBA	other	1	1	low	[INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_REARRANGEMENT:+:[2209]],duplication	AL035409.1	NA	ST6GALNAC5	NA	NA	NA	NA	NA	NA
1:210775348	1:210674288	KCNH1--HHAT	BS_S2TA8R29	ARRIBA	frameshift	1	0	low	[FA_CancerSupp,INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_INVERSION:-:+:[527]],inversion	KCNH1	NA	HHAT	NA	Oncogene	NA	NA	NA	NA
1:210740896	1:210674288	KCNH1--HHAT	BS_S2TA8R29	ARRIBA	other	1	0	low	[FA_CancerSupp,INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_INVERSION:-:+:[527]],duplication/3'-3'	KCNH1	NA	HHAT	NA	Oncogene	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S2TA8R29	ARRIBA	other	41	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
7:138519321	6:117320030	TRIM24--ROS1	BS_S2TA8R29	ARRIBA	in-frame	12	2	high	[INTERCHROMOSOMAL[chr7--chr6]],translocation	TRIM24	NA	ROS1	NA	TumorSuppressorGene, CosmicCensus, Oncogene	CosmicCensus, Oncogene, Kinase	NA	NA	NA
7:138519321	6:117320030	TRIM24--ROS1	BS_S2TA8R29	STARFUSION	in-frame	13	2	NA	[INTERCHROMOSOMAL[chr7--chr6]]	TRIM24	NA	ROS1	NA	TumorSuppressorGene, CosmicCensus, Oncogene	CosmicCensus, Oncogene, Kinase	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S458NMKH	ARRIBA	other	56	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S458NMKH	ARRIBA	other	56	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
4:7778762	9:84741892	AFAP1--NTRK2	BS_S458NMKH	ARRIBA	in-frame	90	12	high	[ChimerSeq,INTERCHROMOSOMAL[chr4--chr9]],translocation	AFAP1	NA	NTRK2	NA	NA	Oncogene, Kinase	NA	NA	TCGAFusion
4:7778762	9:84744973	AFAP1--NTRK2	BS_S458NMKH	ARRIBA	in-frame	2	5	medium	[ChimerSeq,INTERCHROMOSOMAL[chr4--chr9]],translocation	AFAP1	NA	NTRK2	NA	NA	Oncogene, Kinase	NA	NA	TCGAFusion
4:7778762	9:84751986	AFAP1--NTRK2	BS_S458NMKH	ARRIBA	frameshift	1	2	medium	[ChimerSeq,INTERCHROMOSOMAL[chr4--chr9]],translocation	AFAP1	NA	NTRK2	NA	NA	Oncogene, Kinase	NA	NA	TCGAFusion
4:7778762	9:84741892	AFAP1--NTRK2	BS_S458NMKH	STARFUSION	in-frame	92	13	NA	[ChimerSeq,INTERCHROMOSOMAL[chr4--chr9]]	AFAP1	NA	NTRK2	NA	NA	Oncogene, Kinase	NA	NA	TCGAFusion
11:57152640	11:57189151	AP001521.2(96508)/LRRC55(29107)--LRRC55	BS_S458NMKH	ARRIBA	other	10	1	medium	[],duplication	AP001521.2	LRRC55	LRRC55	NA	NA	NA	NA	NA	NA
17:7656768	14:49862815	ATP1B2--RN7SL2	BS_S458NMKH	STARFUSION	other	20	15	NA	[INTERCHROMOSOMAL[chr17--chr14]]	ATP1B2	NA	RN7SL2	NA	NA	NA	NA	NA	NA
3:178748404	3:178921910	KCNMB2-AS1--KCNMB2-AS1(61505)/ZMAT3(95313)	BS_S458NMKH	ARRIBA	other	1	1	low	[],duplication	KCNMB2-AS1	NA	KCNMB2-AS1	ZMAT3	NA	NA	NA	NA	NA
9:84752085	4:7786311	NTRK2--AFAP1	BS_S458NMKH	ARRIBA	frameshift	2	0	medium	[INTERCHROMOSOMAL[chr9--chr4]],translocation	NTRK2	NA	AFAP1	NA	Oncogene, Kinase	NA	NA	NA	NA
9:84752085	4:7800653	NTRK2--AFAP1	BS_S458NMKH	ARRIBA	in-frame	1	0	low	[INTERCHROMOSOMAL[chr9--chr4]],translocation	NTRK2	NA	AFAP1	NA	Oncogene, Kinase	NA	NA	NA	NA
9:84867431	4:7872080	NTRK2--AFAP1	BS_S458NMKH	ARRIBA	in-frame	1	0	low	[INTERCHROMOSOMAL[chr9--chr4]],translocation	NTRK2	NA	AFAP1	NA	Oncogene, Kinase	NA	NA	NA	NA
9:84752085	4:7809763	NTRK2--AFAP1	BS_S458NMKH	ARRIBA	in-frame	1	0	low	[INTERCHROMOSOMAL[chr9--chr4]],translocation	NTRK2	NA	AFAP1	NA	Oncogene, Kinase	NA	NA	NA	NA
9:84752085	4:7819171	NTRK2--AFAP1	BS_S458NMKH	ARRIBA	frameshift	1	0	low	[INTERCHROMOSOMAL[chr9--chr4]],translocation	NTRK2	NA	AFAP1	NA	Oncogene, Kinase	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S458NMKH	ARRIBA	other	56	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
6:52995908	14:20343378	7SK--AL355075.4	BS_S4V9E1XJ	STARFUSION	other	3	11	NA	[INTERCHROMOSOMAL[chr1--chr14]]	7SK	NA	AL355075.4	NA	NA	NA	NA	NA	NA
6:52995908	14:20343378	7SK--RPPH1	BS_S4V9E1XJ	STARFUSION	other	3	11	NA	[INTERCHROMOSOMAL[chr1--chr14]]	7SK	NA	RPPH1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S4V9E1XJ	ARRIBA	other	39	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S4V9E1XJ	ARRIBA	other	39	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
17:7656768	14:49862815	ATP1B2--RN7SL2	BS_S4V9E1XJ	STARFUSION	other	16	4	NA	[INTERCHROMOSOMAL[chr17--chr14]]	ATP1B2	NA	RN7SL2	NA	NA	NA	NA	NA	NA
7:138867975	7:140787584	KIAA1549--BRAF	BS_S4V9E1XJ	ARRIBA	in-frame	3	2	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
7:138867975	7:140726516	KIAA1549--BRAF	BS_S4V9E1XJ	ARRIBA	frameshift	2	0	low	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
14:44797930	14:44393738	LINC02302(15101)/DOCK11P1(62386)--AL161752.1	BS_S4V9E1XJ	ARRIBA	other	4	0	medium	[],deletion	LINC02302	DOCK11P1	AL161752.1	NA	NA	NA	NA	NA	NA
13:19730239	13:19852190	PSPC1--ZMYM5	BS_S4V9E1XJ	ARRIBA	frameshift	1	2	high	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
13:19759323	13:19835689	PSPC1--ZMYM5	BS_S4V9E1XJ	ARRIBA	frameshift	1	1	medium	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S4V9E1XJ	ARRIBA	other	39	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S50KQEXV	ARRIBA	other	7	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S50KQEXV	ARRIBA	other	7	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
7:138861139	7:140787584	KIAA1549--BRAF	BS_S50KQEXV	ARRIBA	in-frame	3	0	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
16:29082041	4:113174416	RRN3P2--ANK2	BS_S50KQEXV	ARRIBA	other	7	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
2:210032924	2:210015973	AC007038.1--RPE	BS_S5P8VTN5	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S5P8VTN5	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S5P8VTN5	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
2:94737981	2:94731554	CNN2P8--CNN2P11(5619)/AL845331.1(3101)	BS_S5P8VTN5	ARRIBA	other	8	0	medium	[],duplication	CNN2P8	NA	CNN2P11	AL845331.1	NA	NA	NA	NA	NA
18:79680261	18:79045426	CTDP1--SALL3(42749)/ATP9B(23859)	BS_S5P8VTN5	ARRIBA	frameshift	2	0	high	[],inversion	CTDP1	NA	SALL3	ATP9B	NA	TranscriptionFactor	NA	NA	NA
13:48976177	6:163314827	FNDC3A--PACRG	BS_S5P8VTN5	ARRIBA	other	20	0	high	[INTERCHROMOSOMAL[chr13--chr6]],translocation	FNDC3A	NA	PACRG	NA	NA	TumorSuppressorGene	NA	NA	NA
