FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
PSPC1--ZMYM5	BS_Y8D1F5WW	1.69211225134949	0.463717360646513	NA	NA	no change	no change	NA	NA	13:19759323	13:19835689	ARRIBA	frameshift	2	0	low	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_Y8D1F5WW	1.69211225134949	0.463717360646513	NA	NA	no change	no change	NA	NA	13:19730239	13:19838985	ARRIBA	frameshift	1	0	low	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_Z6BWR941	0.234454506054723	0.592275417230542	NA	NA	no change	no change	NA	NA	13:19772242	13:19835689	ARRIBA	frameshift	3	0	high	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_Z6BWR941	0.234454506054723	0.592275417230542	NA	NA	no change	no change	NA	NA	13:19741565	13:19835689	ARRIBA	frameshift	2	0	medium	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_Z6BWR941	0.234454506054723	0.592275417230542	NA	NA	no change	no change	NA	NA	13:19759323	13:19835689	ARRIBA	frameshift	1	0	low	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_ZV68CES9	0.586735567304619	1.92602238725037	NA	NA	no change	no change	NA	NA	13:19741565	13:19835689	ARRIBA	frameshift	2	0	medium	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_ZV68CES9	0.586735567304619	1.92602238725037	NA	NA	no change	no change	NA	NA	13:19772242	13:19835689	ARRIBA	frameshift	2	0	medium	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPC1--ZMYM5	BS_ZV68CES9	0.586735567304619	1.92602238725037	NA	NA	no change	no change	NA	NA	13:19751271	13:19835689	ARRIBA	frameshift	2	0	low	[FA_CancerSupp,ChimerSeq,CCLE,INTRACHROMOSOMAL[chr13:0.04Mb],LOCAL_REARRANGEMENT:-:[40463]],duplication	PSPC1	NA	ZMYM5	NA	NA	NA	NA	NA	NA
PSPH--PSPHP1(369)/RNU6-1126P(15711)	BS_W18SF91A	0.940795044983733	1.37501521011169	NA	NA	no change	no change	NA	NA	7:56011806	7:55773657	ARRIBA	frameshift	2	0	low	[],inversion	PSPH	NA	PSPHP1	RNU6-1126P	NA	NA	NA	NA	NA
PTBP1--LINC01836	BS_Q3TBCK4V	3.18818301114211	NA	NA	NA	differentially expressed	NA	NA	NA	19:808762	19:784815	ARRIBA	frameshift	1	1	low	[INTRACHROMOSOMAL[chr19:0.01Mb],LOCAL_REARRANGEMENT:+:[11995]],duplication	PTBP1	NA	LINC01836	NA	Oncogene	NA	NA	NA	NA
PTCH1--AL513318.2	BS_AZN38B7V	1.12143649946739	NA	NA	NA	no change	NA	NA	NA	9:95506407	9:87010210	ARRIBA	frameshift	3	0	high	[INTRACHROMOSOMAL[chr9:8.40Mb]],deletion	PTCH1	NA	AL513318.2	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
PTCH1--GAS1RR	BS_AZN38B7V	1.12143649946739	NA	NA	NA	no change	NA	NA	NA	9:95506407	9:86972354	ARRIBA	frameshift	15	2	high	[INTRACHROMOSOMAL[chr9:8.44Mb]],deletion/5'-5'	PTCH1	NA	GAS1RR	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
PTDSS2--SBF2	BS_4QW2S1Q8	-1.31181846326075	0.836614320340565	NA	NA	no change	no change	NA	NA	11:479152	11:10042981	ARRIBA	in-frame	8	0	high	[INTRACHROMOSOMAL[chr11:9.29Mb]],inversion	PTDSS2	NA	SBF2	NA	NA	NA	NA	NA	NA
PTDSS2--SBF2	BS_MX23ZY0Y	-0.380399654903859	1.14670289810466	NA	NA	no change	no change	NA	NA	11:479152	11:10042981	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr11:9.29Mb]],inversion	PTDSS2	NA	SBF2	NA	NA	NA	NA	NA	NA
PTDSS2--SBF2	BS_P9JP6JFA	-1.04975428387963	0.0229166050756886	NA	NA	no change	no change	NA	NA	11:479152	11:10042981	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr11:9.29Mb]],inversion	PTDSS2	NA	SBF2	NA	NA	NA	NA	NA	NA
PTGDS--P2RX5	BS_J60G8DMK	4.27744538120632	1.96919338820163	NA	NA	differentially expressed	no change	NA	NA	9:136977692	17:3685580	ARRIBA	frameshift	3	0	low	[INTERCHROMOSOMAL[chr9--chr17]],translocation	PTGDS	NA	P2RX5	NA	NA	NA	NA	NA	NA
PTGFRN--LINC01725	BS_D9GEXXHX	1.07830831701224	NA	NA	NA	no change	NA	NA	NA	1:116910252	1:83860437	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:33.05Mb]],duplication/5'-5'	PTGFRN	NA	LINC01725	NA	NA	NA	NA	NA	NA
PTGIS--AL391117.1	BS_PNYN0AYD	11.0982946915767	NA	NA	NA	differentially expressed	NA	NA	NA	20:49568043	9:23006197	ARRIBA	frameshift	3	0	medium	[INTERCHROMOSOMAL[chr20--chr9]],translocation	PTGIS	NA	AL391117.1	NA	Oncogene	NA	NA	NA	NA
PTGIS--AL391117.1	BS_PNYN0AYD	11.0982946915767	NA	NA	NA	differentially expressed	NA	NA	NA	20:49568043	9:22874319	ARRIBA	frameshift	1	0	low	[INTERCHROMOSOMAL[chr20--chr9]],translocation	PTGIS	NA	AL391117.1	NA	Oncogene	NA	NA	NA	NA
PTK2--AARD(1133)/SLC30A8(4653)	BS_YB07VF1X	0.469475321509506	-0.465260465825876	NA	-0.560109160459538	no change	no change	NA	no change	8:140846260	8:116945620	ARRIBA	frameshift	4	1	high	[],deletion	PTK2	NA	AARD	SLC30A8	NA	NA	NA	NA	NA
PTK2--AC022893.2(26130)/TERF1(32289)	BS_HZRM07TW	0.446430785726616	NA	NA	0.751008466275184	no change	NA	NA	no change	8:140735251	8:72976575	ARRIBA	frameshift	14	3	high	[],deletion	PTK2	NA	AC022893.2	TERF1	NA	NA	NA	TranscriptionFactor	NA
PTN--C7orf55-LUC7L2	BS_593HEWBF	-0.239430845638147	-1.21524071741536	NA	NA	no change	no change	NA	NA	7:137343439	7:139376062	ARRIBA	other	69	5	high	[INTRACHROMOSOMAL[chr7:2.00Mb]],inversion	PTN	NA	C7orf55-LUC7L2	NA	Oncogene	NA	NA	NA	NA
PTN--FKBP6	BS_6WP1FHTE	1.5222707119412	0.31910465580418	NA	NA	no change	no change	NA	NA	7:137343439	7:73328737	ARRIBA	other	8	0	medium	[INTRACHROMOSOMAL[chr7:63.87Mb]],deletion/5'-5'	PTN	NA	FKBP6	NA	Oncogene	NA	NA	NA	NA
PTN--HSPE1	BS_84XCR9GG	0.614534615901653	0.873008977398943	NA	NA	no change	no change	NA	NA	7:137300978	2:197500345	ARRIBA	other	5	1	medium	[INTERCHROMOSOMAL[chr7--chr2]],translocation	PTN	NA	HSPE1	NA	Oncogene	NA	NA	NA	NA
PTN--LUC7L2	BS_593HEWBF	-0.239430845638147	2.00993246090205	NA	NA	no change	differentially expressed	NA	NA	7:137343439	7:139376062	ARRIBA	other	69	5	high	[INTRACHROMOSOMAL[chr7:2.00Mb]],inversion	PTN	NA	LUC7L2	NA	Oncogene	NA	NA	NA	NA
PTP4A1--RPL13AP25(350107)/AL390964.1(149421)	BS_K17VQECG	1.14964744692018	7.82260113004895	NA	NA	no change	differentially expressed	NA	NA	6:63572719	13:54791422	ARRIBA	other	2	0	medium	[],translocation	PTP4A1	NA	RPL13AP25	AL390964.1	NA	NA	NA	NA	NA
PTPN11--TXNRD1	BS_QZFEB94Q	0.165918309438402	1.19184632488631	NA	NA	no change	no change	NA	NA	12:112419125	12:104325337	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr12:8.07Mb]],duplication	PTPN11	NA	TXNRD1	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
PTPN11--TXNRD1	BS_QZFEB94Q	0.165918309438402	1.19184632488631	NA	NA	no change	no change	NA	NA	12:112419125	12:104339139	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr12:8.07Mb]],duplication	PTPN11	NA	TXNRD1	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
PTPN12--PLXNA4	BS_WKESC3XN	3.55161676444223	1.29366870885478	NA	NA	differentially expressed	no change	NA	NA	7:77571186	7:132298222	ARRIBA	frameshift	11	1	high	[INTRACHROMOSOMAL[chr7:54.48Mb]],inversion	PTPN12	NA	PLXNA4	NA	TumorSuppressorGene	NA	NA	NA	NA
PTPN12--PLXNA4	BS_WKESC3XN	3.55161676444223	1.29366870885478	NA	NA	differentially expressed	no change	NA	NA	7:77581503	7:132298222	ARRIBA	in-frame	3	1	high	[INTRACHROMOSOMAL[chr7:54.48Mb]],inversion	PTPN12	NA	PLXNA4	NA	TumorSuppressorGene	NA	NA	NA	NA
PTPN12--PLXNA4	BS_WKESC3XN	3.55161676444223	1.29366870885478	NA	NA	differentially expressed	no change	NA	NA	7:77537645	7:132298222	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr7:54.48Mb]],inversion	PTPN12	NA	PLXNA4	NA	TumorSuppressorGene	NA	NA	NA	NA
PTPN12--SRRM3	BS_996ZS2A4	0.261875500691366	-1.54925212019057	NA	NA	no change	no change	NA	NA	7:77639324	7:76248188	ARRIBA	other	1	1	high	[CCLE,INTRACHROMOSOMAL[chr7:1.25Mb]],duplication	PTPN12	NA	SRRM3	NA	TumorSuppressorGene	NA	NA	NA	NA
PTPN3--PTPN3	BS_N6NE6B3W	0.36279205444326	0.36279205444326	NA	NA	no change	no change	NA	NA	9:109404448	9:109438234	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr9:0.12Mb]],duplication/non-canonical_splicing	PTPN3	NA	PTPN3	NA	NA	NA	NA	NA	NA
PTPN4--PTPN4	BS_KVNGNETA	3.08546257307409	3.08546257307409	NA	NA	differentially expressed	differentially expressed	NA	NA	2:119946574	2:119926598	ARRIBA	frameshift	9	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr2:0.22Mb]],duplication/non-canonical_splicing	PTPN4	NA	PTPN4	NA	NA	NA	NA	NA	NA
PTPRD--AL135923.2(319832)/PTPRD(33334)	BS_V96WVE3Z	0.170303112859011	NA	NA	0.170303112859011	no change	NA	NA	no change	9:9938507	9:8280912	ARRIBA	other	2	0	medium	[],deletion	PTPRD	NA	AL135923.2	PTPRD	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA
PTPRG--ATP13A4	BS_FAQQ0GCQ	5.82806445706272	-0.5449368149364	NA	NA	differentially expressed	no change	NA	NA	3:61562372	3:193442556	ARRIBA	in-frame	4	3	high	[INTRACHROMOSOMAL[chr3:131.10Mb]],inversion	PTPRG	NA	ATP13A4	NA	Oncogene	NA	NA	NA	NA
PTPRG--OSBPL10	BS_FAQQ0GCQ	5.82806445706272	4.78255711080107	NA	NA	differentially expressed	differentially expressed	NA	NA	3:61562372	3:31733411	ARRIBA	in-frame	8	0	high	[INTRACHROMOSOMAL[chr3:29.48Mb]],inversion	PTPRG	NA	OSBPL10	NA	Oncogene	NA	NA	NA	NA
PTPRG--OSBPL10	BS_FAQQ0GCQ	5.82806445706272	4.78255711080107	NA	NA	differentially expressed	differentially expressed	NA	NA	3:61562372	3:31702508	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr3:29.48Mb]],inversion	PTPRG	NA	OSBPL10	NA	Oncogene	NA	NA	NA	NA
PTPRG--PTPRG	BS_ZR96A4FH	4.44311073324993	4.44311073324993	NA	NA	differentially expressed	differentially expressed	NA	NA	3:61755150	3:61748878	ARRIBA	in-frame	11	0	medium	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr3:0.74Mb]],duplication	PTPRG	NA	PTPRG	NA	Oncogene	Oncogene	NA	NA	NA
PTPRH--CDH10(6647)/AC091893.1(97749)	BS_6JHXXVR7	4.73350400506873	-2.71137582563851	NA	NA	differentially expressed	differentially expressed	NA	NA	19:55186231	5:24651625	ARRIBA	frameshift	17	4	medium	[],translocation	PTPRH	NA	CDH10	AC091893.1	Oncogene	CosmicCensus, Oncogene	NA	NA	NA
PTPRH--CDH10(6647)/AC091893.1(97749)	BS_KE56MMY0	3.99496598971688	-2.7367647348177	NA	NA	differentially expressed	differentially expressed	NA	NA	19:55186231	5:24651625	ARRIBA	frameshift	7	2	medium	[],translocation	PTPRH	NA	CDH10	AC091893.1	Oncogene	CosmicCensus, Oncogene	NA	NA	NA
PTPRJ--MIR8070(56335)/USP47(1866)	BS_MX23ZY0Y	6.94172669069025	NA	NA	-0.243139922765431	differentially expressed	NA	NA	no change	11:48112983	11:11839557	ARRIBA	frameshift	4	2	high	[],inversion	PTPRJ	NA	MIR8070	USP47	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
PTPRM--PTPRM	BS_5NWDARXG	-0.0915275520407163	-0.0915275520407163	NA	NA	no change	no change	NA	NA	18:8088851	18:7761010	ARRIBA	frameshift	3	0	medium	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr18:0.84Mb]],inversion/3'-3'	PTPRM	NA	PTPRM	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_1JDG6JV5	-1.63318675403232	-1.63318675403232	NA	NA	no change	no change	NA	NA	7:157571440	7:157595315	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_2ADZNNV4	-1.15056591003556	-1.15056591003556	NA	NA	no change	no change	NA	NA	7:157571440	7:157595315	ARRIBA	frameshift	5	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_8PNA0V6R	-1.28719390080861	-1.28719390080861	NA	NA	no change	no change	NA	NA	7:157571440	7:157595315	ARRIBA	frameshift	29	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_8RHPJ740	-1.6703284179073	-1.6703284179073	NA	NA	no change	no change	NA	NA	7:157595238	7:157682937	ARRIBA	in-frame	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_9DFBHHB5	-0.526220378864369	-0.526220378864369	NA	NA	no change	no change	NA	NA	7:157571440	7:157595315	ARRIBA	frameshift	7	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRN2--PTPRN2	BS_NDN62H0S	1.61853798413843	1.61853798413843	NA	NA	no change	no change	NA	NA	7:157595238	7:157682937	ARRIBA	in-frame	34	5	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:1.05Mb]],duplication/non-canonical_splicing	PTPRN2	NA	PTPRN2	NA	NA	NA	NA	NA	NA
PTPRO--GRIN2B(70209)/AC092470.1(117580)	BS_GJNCYABP	0.808102970474698	-0.287432559949975	NA	NA	no change	no change	NA	NA	12:15569498	12:14052166	ARRIBA	frameshift	2	0	medium	[],inversion	PTPRO	NA	GRIN2B	AC092470.1	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_CGB2WS2A	0.327039813819888	0.327039813819888	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	3	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_M4NVX721	0.348376844877581	0.348376844877581	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_N6NE6B3W	0.822707591183839	0.822707591183839	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	14	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_RSRPX3S8	0.412538201411398	0.412538201411398	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_S69QZAJR	0.0137846003520665	0.0137846003520665	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRO--PTPRO	BS_VNWKNRY4	-0.337514964291316	-0.337514964291316	NA	NA	no change	no change	NA	NA	12:15504069	12:15483974	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
PTPRQ--PTPRQ	BS_7BTZQKYY	9.52301674690196	9.52301674690196	NA	NA	differentially expressed	differentially expressed	NA	NA	12:80510443	12:80443752	ARRIBA	frameshift	6	2	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRQ	NA	PTPRQ	NA	NA	NA	NA	NA	NA
PTPRQ--PTPRQ	BS_HZ707C55	7.40376088769754	7.40376088769754	NA	NA	differentially expressed	differentially expressed	NA	NA	12:80472251	12:80420753	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRQ	NA	PTPRQ	NA	NA	NA	NA	NA	NA
PTPRQ--PTPRQ	BS_RHD7XPNP	10.1243411686242	10.1243411686242	NA	NA	differentially expressed	differentially expressed	NA	NA	12:80510443	12:80443752	ARRIBA	frameshift	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRQ	NA	PTPRQ	NA	NA	NA	NA	NA	NA
PTPRQ--PTPRQ	BS_Z85M2R3N	8.61887598208103	8.61887598208103	NA	NA	differentially expressed	differentially expressed	NA	NA	12:80445717	12:80424438	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRQ	NA	PTPRQ	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_0WVJYM9R	-0.786128933317247	-0.786128933317247	NA	NA	no change	no change	NA	NA	12:70656704	12:70662605	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_0X9EGHY2	0.215101385115911	0.215101385115911	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_13CGKADW	0.773783900659383	0.773783900659383	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_1T19NFJ8	0.0817173609067019	0.0817173609067019	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	8	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_2SFTWNVE	0.278525063942866	0.278525063942866	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	7	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_2XD3MNKD	-0.910369165540095	-0.910369165540095	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_398KYV92	-0.0164008800220512	-0.0164008800220512	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_39CGACC7	-0.410610977094523	-0.410610977094523	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	8	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_3P20Q2C3	0.0434440922078983	0.0434440922078983	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_470DYRJQ	0.689713966731151	0.689713966731151	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	7	2	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_5K3R0F5D	0.871687914121641	0.871687914121641	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_5PEFNDCY	-0.358193833252411	-0.358193833252411	NA	NA	no change	no change	NA	NA	12:70656704	12:70662605	ARRIBA	frameshift	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_61E80SD6	1.59570899645565	1.59570899645565	NA	NA	no change	no change	NA	NA	12:70745818	12:70764778	ARRIBA	frameshift	11	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_7B89YR6K	0.14137790700346	0.14137790700346	NA	NA	no change	no change	NA	NA	12:70656704	12:70662605	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_7FWZ518S	1.55728250011097	1.55728250011097	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	10	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_7XRN3CFX	-0.407043072486567	-0.407043072486567	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_92VDQ0NE	0.472752618083416	0.472752618083416	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	14	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_9DZ253JY	-0.234979431084085	-0.234979431084085	NA	NA	no change	no change	NA	NA	12:70656704	12:70662605	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_9F09XV62	-0.983564450329803	-0.983564450329803	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
PTPRR--PTPRR	BS_AJ6X83G5	1.41805696943518	1.41805696943518	NA	NA	no change	no change	NA	NA	12:70684127	12:70701323	ARRIBA	frameshift	9	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
