Cancer	sampleId	Gene_A	Gene_B	A_chr	B_chr	A_strand	B_strand	Discordant_n	JSR_n	perfectJSR_n	Evalue	Junction_A	Junction_B	tier	frame	id	gene_A_start	gene_A_end	gene_B_start	gene_B_end	phos_A	phos_B	ubiq_A	ubiq_B	WGS	centrality
PRAD	YL.A8HL.01A	TMPRSS2	ERG	21	21	-1	-1	71	32	26	2	42880008	39795483	tier1	5UTR-CDS	18250	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	YL.A8SA.01A	TMPRSS2	ERG	21	21	-1	-1	79	65	62	2	42870046	39817544	tier1	In-frame	18251	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	YL.A8SF.01A	TMPRSS2	ERG	21	21	-1	-1	153	174	161	2	42870046	39817544	tier1	In-frame	18252	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	YL.A8SL.01B	TMPRSS2	ERG	21	21	-1	-1	38	17	17	2	42880008	39817544	tier1	5UTR-CDS	18253	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	YL.A8SP.01B	TMPRSS2	ERG	21	21	-1	-1	31	24	23	2	42878372	39817544	tier1	NA	18254	42836478	42903043	39751949	40033704	0	0	0	0	NA	0
PRAD	YL.A9WL.01A	TMPRSS2	ERG	21	21	-1	-1	115	132	125	2	42870046	39817544	tier1	In-frame	18255	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	YL.A9WX.01A	TMPRSS2	ERG	21	21	-1	-1	19	11	10	2	42880008	39817544	tier1	5UTR-CDS	18256	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A8QZ.01A	TMPRSS2	ERG	21	21	-1	-1	29	36	34	2	42870046	39817544	tier2	In-frame	18257	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A9L1.01A	TMPRSS2	ERG	21	21	-1	-1	10	7	7	2	42879877	39817544	tier1	5UTR-CDS	18258	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A9L2.01A	TMPRSS2	ERG	21	21	-1	-1	9	4	4	2	42879877	39817544	tier1	5UTR-CDS	18259	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A9L4.01A	TMPRSS2	ERG	21	21	-1	-1	42	10	9	2	42879877	39817544	tier1	5UTR-CDS	18260	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A9LZ.01A	TMPRSS2	ERG	21	21	-1	-1	41	25	23	2	42880008	39817544	tier1	5UTR-CDS	18261	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	ZG.A9N3.01A	TMPRSS2	ERG	21	21	-1	-1	3	6	6	2	42880008	39817544	tier1	5UTR-CDS	18262	42836478	42903043	39751949	40033704	0	1	0	0	NA	0
PRAD	EJ.5501.01A	TMPRSS2	ETV1	21	7	-1	-1	232	147	140	0.78	42879877	13978871	tier1	5UTR-CDS	18263	42836478	42903043	13930853	14031050	0	1	0	0	NA	0
PRAD	EJ.7788.01A	TMPRSS2	ETV1	21	7	-1	-1	419	139	116	0.78	42870046	13978871	tier1	Out-of-frame	18264	42836478	42903043	13930853	14031050	0	1	0	0	NA	0
PRAD	HC.7818.01A	TMPRSS2	ETV1	21	7	-1	-1	733	414	379	0.78	42866283	13971374	tier4	Out-of-frame	18265	42836478	42903043	13930853	14031050	0	0	0	0	NA	0
PRAD	YL.A8SC.01A	TMPRSS2	ETV1	21	7	-1	-1	317	177	164	0.78	42879877	13978871	tier1	5UTR-CDS	18266	42836478	42903043	13930853	14031050	0	1	0	0	NA	0
PRAD	G9.6351.01A	TMPRSS2	ETV4	21	17	-1	-1	3	1	1	0.96	42866283	41607549	tier3	In-frame	18267	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	G9.6371.01A	TMPRSS2	ETV4	21	17	-1	-1	155	10	9	0.96	42879877	41622735	tier1	5UTR-CDS	18268	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	HC.7077.01A	TMPRSS2	ETV4	21	17	-1	-1	665	388	375	0.96	42870046	41623036	tier1	CDS-5UTR	18269	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	HC.7079.01A	TMPRSS2	ETV4	21	17	-1	-1	2	2	2	0.96	42870046	41623036	tier3	CDS-5UTR	18270	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	KC.A7FD.01A	TMPRSS2	ETV4	21	17	-1	-1	293	92	84	0.96	42880008	41623036	tier1	5UTR-5UTR	18271	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	KK.A7AW.01A	TMPRSS2	ETV4	21	17	-1	-1	7	2	1	0.96	42880008	41622735	tier4	5UTR-CDS	18272	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	M7.A725.01A	TMPRSS2	ETV4	21	17	-1	-1	120	35	32	0.96	42880008	41622735	tier1	5UTR-CDS	18273	42836478	42903043	41605212	41623762	0	0	0	0	NA	0
PRAD	KK.A7AZ.01A	TMPRSS2	ETV5	21	3	-1	-1	115	100	92	0.14	42861434	185823731	tier1	CDS-5UTR	18274	42836478	42903043	185764097	185828107	0	0	0	0	NA	0
PRAD	ZG.A9L5.01A	TMPRSS2	ETV5	21	3	-1	-1	1074	1014	930	0.14	42866283	185823731	tier1	CDS-5UTR	18275	42836478	42903043	185764097	185828107	0	0	0	0	NA	0
PRAD	KC.A4BR.01A	TMPRSS2	GUCA2A	21	1	-1	-1	76	40	35	0.22	42880008	42629281	tier1	5UTR-CDS	18276	42836478	42903043	42628362	42630389	0	0	0	0	NA	0
HNSC	P3.A6T8.01A	TMPRSS2	HSF2BP	21	21	-1	-1	85	101	92	0.76	42843733	44949842	tier1	In-frame	18277	42836478	42903043	44949072	45079374	0	0	0	0	NA	0
PRAD	V1.A8WS.01A	TMPRSS2	INPP4B	21	4	-1	-1	33	14	14	1	42879877	143191927	tier1	5UTR-CDS	18278	42836478	42903043	142944313	143768585	0	0	0	0	NA	0
PRAD	ZG.A9L1.01A	TMPRSS2	MLLT3	21	9	-1	-1	76	72	67	0.78	42851099	20620833	tier1	Out-of-frame	18279	42836478	42903043	20341663	20622542	0	1	0	0	NA	0
PRAD	CH.5762.01A	TMPRSS2	MORC3	21	21	-1	1	14	29	26	1.7	42870046	37705944	tier1	In-frame	18280	42836478	42903043	37692487	37758446	0	0	0	0	NA	0
PRAD	EJ.8469.01A	TMPRSS2	MRPS6	21	21	-1	1	469	286	260	0.11	42845252	35497641	tier1	Out-of-frame	18281	42836478	42903043	35445524	35515334	0	0	0	0	NA	0
PRAD	ZG.A9L2.01A	TMPRSS2	PDE9A	21	21	-1	1	40	39	35	0.83	42866283	44163886	tier1	In-frame	18282	42836478	42903043	44073746	44195619	0	1	0	0	NA	0
LIHC	G3.AAUZ.01A	TMPRSS2	PHF12	21	17	-1	-1	3	6	6	0.045	42860321	27235899	tier1	In-frame	18283	42836478	42903043	27232268	27278789	0	0	0	0	NA	0
PRAD	EJ.8474.01A	TMPRSS2	SARS	21	1	-1	1	171	150	131	0.22	42860321	109766600	tier1	In-frame	18284	42836478	42903043	109756540	109780791	0	0	0	1	NA	0
STAD	VQ.A8DZ.01A	TMPRSS2	SETD4	21	21	-1	-1	2	8	5	0.49	42860321	37429502	tier2	In-frame	18285	42836478	42903043	37406839	37451687	0	0	0	0	NA	0
PRAD	KK.A59Y.01A	TMPRSS2	TMEFF2	21	2	-1	-1	48	29	29	4.7	42852403	192863934	tier1	In-frame	18286	42836478	42903043	191949043	192195709	0	0	0	0	NA	0
LIHC	BC.A216.01A	TMPRSS6	MPST	22	22	-1	1	11	15	13	0.02	37491591	37420233	tier1	CDS-5UTR	18288	37461476	37505603	37019635	37029822	0	0	0	0	validated	0
PRAD	G9.7521.01A	TMSB10	CD63	2	12	1	-1	2	8	1	100	85133795	56123444	tier3	NA	18291	85132749	85133795	56119107	56123491	0	0	0	0	NA	0
LUSC	39.5011.01A	TMSB10	CLCN3	2	4	1	1	2	22	11	100	85133795	170623929	tier3	NA	18293	85132749	85133795	170533784	170644824	0	0	0	0	NA	0
SKCM	D9.A3Z3.06A	TMSB10	SNW1	2	14	1	-1	2	22	17	0.45	85133795	78189203	tier4	3UTR-CDS	18294	85132749	85133795	78183942	78227550	0	0	0	0	NA	0
LGG	DU.7007.01A	TMTC1	CASC1	12	12	-1	-1	38	34	29	2.7	29664976	25264873	tier1	In-frame	18295	29653757	29937692	25261354	25348096	0	0	0	0	NA	0
SARC	DX.A48N.01A	TMTC1	YEATS4	12	12	-1	1	63	21	18	0.45	29709790	69783927	tier1	Out-of-frame	18296	29653757	29937692	69753483	69784576	0	0	0	0	NA	0
SARC	DX.A3M1.01A	TMTC2	BTBD11	12	12	1	1	10	2	2	1.3	83290425	108029062	tier1	Out-of-frame	18297	83080659	83528649	107318413	107659642	0	0	0	0	validated	0
LUAD	05.4398.01A	TMTC2	C12orf26	12	12	1	1	27	8	7	1.6	83081448	82792574	tier1	Out-of-frame	18298	83080659	83528649	82752276	82873015	0	0	0	0	validated	0
SARC	DX.A48N.01A	TMTC2	GNA14	12	9	1	-1	261	163	146	0.55	83290425	80144169	tier1	In-frame	18300	83080659	83528649	80037995	80263223	0	0	0	0	NA	0
SARC	DX.A1L4.01A	TMTC2	HERC1	12	15	1	-1	4	3	3	0.28	83081448	63956793	tier1	In-frame	18301	83080659	83528649	63900818	64126147	0	0	0	0	NA	0
SARC	DX.A3U5.01A	TMTC2	LYZ	12	12	1	1	64	40	34	0.34	83379825	69743888	tier1	Out-of-frame	18302	83080659	83528649	69742121	69748014	0	0	0	0	non-validated	0
SARC	DX.A1L4.01A	TMTC2	PTPRR	12	12	1	-1	6	2	1	0.22	83081448	71286757	tier2	Out-of-frame	18304	83080659	83528649	71031853	71314623	0	1	0	0	NA	0
UCS	N5.A4RO.01A	TMTC2	SOCS2	12	12	1	1	9	4	4	0.24	83081448	93966461	tier1	CDS-5UTR	18305	83080659	83528649	93963590	93977263	0	0	0	0	NA	0
PRAD	V1.A9O9.01A	TMTC3	ACSS3	12	12	1	1	21	30	29	1.2	88536264	81647086	tier1	5UTR-CDS	18306	88536073	88593664	81331594	81650533	0	0	0	0	NA	0
SARC	DX.A6BF.01A	TMTC3	C12orf29	12	12	1	1	23	10	9	0.21	88570096	88433925	tier1	Out-of-frame	18307	88536073	88593664	88427623	88443937	0	0	0	0	NA	0
SARC	DX.A2IZ.01A	TMTC3	CEP290	12	12	1	-1	3	5	4	0.048	88542281	88502958	tier1	In-frame	18308	88536073	88593664	88442794	88535993	1	0	0	0	validated	0
PRAD	G9.A9S4.01A	TMTC3	CPNE4	12	3	1	-1	9	1	1	0.4	88570096	131759165	tier3	CDS-5UTR	18309	88536073	88593664	131252399	132004254	0	0	0	0	NA	0
SKCM	EE.A29D.06A	TMTC3	EIF4B	12	12	1	1	9	6	6	0.088	88570096	53410257	tier1	In-frame	18310	88536073	88593664	53006158	53042209	0	1	0	0	NA	0
PRAD	CH.5792.01A	TMTC3	LIN7A	12	12	1	-1	38	18	18	0.011	88536264	81205462	tier1	5UTR-CDS	18311	88536073	88593664	81186299	81331704	0	0	0	0	NA	0
SARC	3B.A9HS.01A	TMTC3	OSBPL8	12	12	1	-1	12	3	2	0.044	88570096	76752591	tier1	Out-of-frame	18312	88536073	88593664	76745577	76953589	0	0	0	0	NA	0
SARC	3B.A9HO.01A	TMTC3	RILPL1	12	12	1	-1	39	42	41	2.3	88554628	123970352	tier1	Out-of-frame	18314	88536073	88593664	123955925	124018265	0	0	0	0	NA	0
SARC	DX.A3M1.01A	TMTC3	SLC35E3	12	12	1	1	9	4	4	0.11	88536264	69152937	tier1	5UTR-CDS	18315	88536073	88593664	69139886	69187744	0	0	0	0	validated	0
SARC	DX.A3M1.01A	TMTC3	SLC6A15	12	12	1	-1	6	1	1	0.088	88536264	85286087	tier2	5UTR-5UTR	18316	88536073	88593664	85253492	85307394	0	0	0	0	non-validated	0
BRCA	BH.A1EV.01A	TMTC3	THAP2	12	12	1	1	4	1	1	0.035	88570096	72070469	tier3	Out-of-frame	18317	88536073	88593664	72056789	72074419	0	0	0	0	NA	0
SARC	DX.A3LT.01A	TMTC3	TMEM19	12	12	1	1	2	1	1	0.34	88536173	72091060	tier2	NA	18318	88536073	88593664	72079867	72097836	0	0	0	0	non-validated	0
BRCA	A2.A0D2.01A	TMTC4	FGF14	13	13	-1	-1	4	3	3	1.5	101277789	102527646	tier2	Out-of-frame	18319	101256181	101327347	102375035	103054124	0	0	0	0	non-validated	0
LUSC	56.A4ZK.01A	TMUB1	AGAP3	7	7	-1	1	5	6	6	0.015	150779262	150825667	tier1	Out-of-frame	18320	151081080	151083546	150782918	150841523	0	0	0	0	NA	0
SKCM	GN.A265.06A	TMX1	TRIM9	14	14	1	-1	15	2	2	1.6	51710689	51467558	tier1	In-frame	18321	51240162	51257546	51441980	51562779	0	0	0	0	NA	0
UCS	N9.A4PZ.01A	TMX2	IFT46	11	11	1	-1	5	5	5	1.3	57480279	118435776	tier1	CDS-5UTR	18323	57480072	57508445	118415243	118443685	1	0	1	0	NA	0
UCS	N8.A4PQ.01A	TMX2	MED19	11	11	1	-1	26	13	12	0.3	57480279	57472701	tier1	Out-of-frame	18324	57480072	57508445	57471186	57479693	1	0	1	0	NA	0
LUSC	21.1083.01A	TMX3	METTL4	18	18	-1	-1	75	42	40	0.63	66378601	2567653	tier1	CDS-5UTR	18325	66340927	66382362	2537524	2571508	0	0	0	0	non-validated	0
LUAD	50.6595.01A	TNC	CDH3	9	16	-1	1	2	1	1	0.29	117782839	68678151	tier3	3UTR-5UTR	18326	117782806	117880536	68678151	68732971	0	0	0	0	NA	0
SARC	DX.A6BH.01A	TNFAIP3	IL26	6	12	1	-1	38	37	31	0.17	138192659	68595863	tier1	Out-of-frame	18328	137867188	137883312	68201351	68225821	1	0	1	0	NA	0
PRAD	ZG.A9LZ.01A	TNFAIP8	CCNB1IP1	5	14	1	-1	9	3	1	0.21	118604602	20797532	tier3	5UTR-5UTR	18330	118604387	118730294	20311368	20333312	0	0	0	0	NA	0
PCPG	WB.A81S.01A	TNFAIP8	DMXL1	5	5	1	1	3	2	2	1.4	118604602	118464906	tier2	5UTR-CDS	18331	118604387	118730294	119037772	119249138	0	1	0	0	NA	0
BLCA	XF.A9ST.01A	TNFAIP8	DMXL1	5	5	1	1	4	5	4	1.4	118604602	118576114	tier1	5UTR-CDS	18332	118604387	118730294	119037772	119249138	0	0	0	0	NA	0
KIRC	B4.5377.01A	TNFAIP8L1	SPEF2	19	5	1	1	5	2	2	0.82	4639641	35691139	tier1	5UTR-CDS	18333	4639527	4655580	35617946	35814713	0	0	0	0	NA	0
BLCA	G2.A2EJ.01A	TNFRSF10A	EPB49	8	8	-1	1	3	1	1	0.93	23082269	21924216	tier2	CDS-5UTR	18334	23047965	23082639	21906506	21940038	1	0	0	0	NA	0
KIRP	BQ.7056.01A	TNFRSF10B	LOXL2	8	8	-1	-1	7	3	3	0.52	22926264	23225947	tier1	CDS-5UTR	18335	23020133	23069179	23154702	23282841	0	0	0	0	NA	0
ESCA	2H.A9GJ.01A	TNFRSF11A	KIAA1468	18	18	1	1	9	34	31	3.1	59992660	59911997	tier1	In-frame	18336	59992520	60054899	59854507	59974355	0	0	0	0	NA	0
BRCA	B6.A0X1.01A	TNFRSF11A	KIAA1468	18	18	1	1	3	1	1	3.1	60036717	59954584	tier2	In-frame	18337	59992520	60054899	59854507	59974355	0	0	0	0	NA	0
SARC	DX.A3M1.01A	TNFRSF13B	MPRIP	17	17	-1	1	19	16	15	0.24	16852052	16960950	tier1	Out-of-frame	18338	16929816	16972118	16946074	17088874	0	1	0	0	non-validated	0
COAD	A6.6648.01A	TNFRSF14	TXLNA	1	1	1	1	14	5	3	0.025	2489907	32659666	tier1	Out-of-frame	18339	2487078	2497061	32645287	32663886	0	0	0	0	NA	0
SKCM	D3.A2JN.06A	TNFRSF1A	CHD4	12	12	-1	-1	7	7	7	0.043	6450942	6682435	tier1	In-frame	18340	6437923	6451280	6679249	6716642	0	0	0	0	NA	0
CESC	VS.A94W.01A	TNFRSF1A	SCNN1A	12	12	-1	-1	12	4	3	0.28	6442903	6465046	tier1	Out-of-frame	18341	6437923	6451280	6456009	6486896	1	0	0	0	NA	0
LUAD	55.A493.01A	TNFRSF6B	CD74	20	5	1	-1	2	1	1	0.007	62322300	149792314	tier4	5UTR-5UTR	18342	63696668	63698684	149781200	149792492	0	0	0	0	NA	0
UCEC	KP.A3W1.01A	TNFSF10	NCEH1	3	3	-1	-1	4	7	6	0.093	172241043	172365904	tier1	In-frame	18343	172505508	172523507	172348039	172429008	0	0	0	0	NA	0
COAD	DM.A1D7.01A	TNFSF13B	RAB20	13	13	1	-1	8	5	3	0.74	108922772	111176544	tier2	In-frame	18344	108903588	108959385	111175417	111214080	0	0	0	0	NA	0
HNSC	CN.5369.01A	TNFSF14	GRAMD1A	19	19	-1	1	5	3	3	0.024	6667124	35510095	tier1	In-frame	18345	6663148	6670599	35485688	35517375	0	0	0	0	NA	0
LGG	TM.A84B.01A	TNIK	DGCR8	3	22	-1	1	6	4	3	0.026	170841385	20093700	tier1	Out-of-frame	18346	170779128	171178197	20067755	20099400	0	0	0	0	NA	0
LGG	TM.A84B.01A	TNIK	KCNMB2	3	3	-1	1	22	18	18	0.18	171087409	178525131	tier1	CDS-5UTR	18347	170779128	171178197	178272932	178844429	1	0	0	0	NA	0
BRCA	D8.A1XB.01A	TNIK	MTHFD1L	3	6	-1	1	3	2	2	0.26	171087409	151413603	tier1	In-frame	18348	170779128	171178197	151186685	151423023	1	0	0	0	NA	0
LUSC	56.7730.01A	TNIK	SPATA16	3	3	-1	-1	2	1	1	0.52	171177796	172835539	tier3	CDS-5UTR	18349	170779128	171178197	172607148	172859058	1	0	0	0	NA	0
SKCM	EE.A2M6.06A	TNIK	STXBP5L	3	3	-1	1	10	5	4	0.016	170801944	121097563	tier1	In-frame	18350	170779128	171178197	120908072	121424761	0	0	0	0	NA	0
UCEC	AX.A3FX.01A	TNIP1	ANXA6	5	5	-1	-1	14	10	10	1.1	150418658	150497398	tier1	Out-of-frame	18351	151029945	151093577	151100712	151157882	0	0	0	0	NA	0
SARC	X6.A7WC.01A	TNIP1	SGCD	5	5	-1	1	7	4	4	1.1	150418658	155550866	tier2	CDS-5UTR	18352	151029945	151093577	155297354	156194499	0	0	0	0	NA	0
TGCT	XE.A8H4.01A	TNK2	MFI2	3	3	-1	-1	47	49	46	0.64	195635356	196737665	tier1	5UTR-CDS	18353	195590235	195638816	196715492	196756687	0	0	0	0	NA	0
BRCA	D8.A27N.01A	TNKS	ASAH1	8	8	1	-1	35	22	22	0.89	9473187	17922040	tier1	In-frame	18355	9413424	9639856	17913934	17942494	0	0	0	0	NA	0
PAAD	F2.A44H.01A	TNKS1BP1	PRSS1	11	7	-1	1	2	12	7	0.59	57085292	142457330	tier4	CDS-5UTR	18356	57299638	57324952	142749468	142753076	1	0	0	0	NA	0
PAAD	IB.7644.01A	TNKS1BP1	TYK2	11	19	-1	-1	2	3	3	0.002	57067118	10491352	tier3	3UTR-5UTR	18357	57299638	57324952	10461209	10491352	0	0	0	0	NA	0
PRAD	YL.A9WH.01A	TNKS2	HECTD2	10	10	1	1	9	7	7	1.1	93602148	93220184	tier1	In-frame	18358	93558069	93625033	93170096	93274586	0	0	0	0	NA	0
BLCA	DK.A3X2.01A	TNNI3	ZNF607	19	19	-1	-1	3	1	1	0.037	55668947	38200723	tier2	Out-of-frame	18360	55663138	55669100	38187264	38210691	1	0	0	0	NA	0
PRAD	EJ.5519.01A	TNPO1	ENC1	5	5	1	-1	11	9	9	0.18	72168547	73933526	tier1	NA	18361	72112139	72212560	74627406	74641424	0	0	0	0	NA	0
BRCA	E2.A1L7.01A	TNPO1	GTF2H1	5	11	1	1	17	10	10	1.2	72201272	18373428	tier1	3UTR-CDS	18362	72112139	72212560	18343842	18388591	0	0	0	0	NA	0
ACC	OR.A5J1.01A	TNPO1	MEF2C	5	5	1	-1	3	2	2	0.061	72112579	88057145	tier1	In-frame	18363	72112139	72212560	88013975	88199922	0	1	0	0	NA	0
LUSC	43.5670.01A	TNPO2	DNASE2	19	19	-1	-1	27	30	30	0.11	12816054	12987177	tier1	Out-of-frame	18364	12810008	12834810	12875211	12881468	0	0	0	0	non-validated	0
SKCM	EE.A2GO.06A	TNPO2	ELK3	19	12	-1	1	2	1	1	0.78	12810008	96588323	tier4	3UTR-5UTR	18365	12810008	12834810	96588160	96663613	0	0	0	0	NA	0
LUSC	37.A5EN.01A	TNPO2	HOOK2	19	19	-1	-1	5	3	3	0.14	12822110	12885711	tier1	Out-of-frame	18366	12810008	12834810	12873817	12886434	0	0	0	0	NA	0
STAD	F1.6875.01A	TNPO2	HOOK2	19	19	-1	-1	2	14	12	0.14	12834063	12885711	tier4	5UTR-CDS	18367	12810008	12834810	12873817	12886434	0	0	0	0	non-validated	0
SKCM	DA.A1I0.06A	TNPO2	NFIX	19	19	-1	1	159	226	208	0.025	12834063	13183861	tier1	5UTR-CDS	18368	12810008	12834810	13106584	13209610	0	0	0	0	non-validated	0
COAD	CM.4747.01A	TNPO3	AHCYL2	7	7	-1	1	33	21	20	2.4	128694705	129019482	tier1	In-frame	18369	128594948	128695198	128864864	129070052	0	1	0	0	NA	0
OV	24.1426.01A	TNPO3	DYM	7	18	-1	-1	5	5	5	0.37	128694705	46690157	tier2	Out-of-frame	18370	128594948	128695198	46570172	46987079	0	0	0	0	NA	0
BRCA	AR.A1AI.01A	TNPO3	RCAN1	7	21	-1	-1	2	4	4	4.6	128614922	35896008	tier2	Out-of-frame	18371	128594948	128695198	35885440	35987441	0	0	0	0	NA	0
LGG	TQ.A7RU.01A	TNR	RFWD2	1	1	-1	-1	3	8	8	0.58	175497405	175958615	tier1	5UTR-CDS	18372	175315194	175743770	175911248	176176629	0	0	0	0	NA	0
SKCM	FR.A729.06A	TNRC18	DGKB	7	7	-1	-1	22	22	18	0.75	5434071	14217776	tier1	In-frame	18373	5346421	5465045	14184674	15014402	1	0	0	0	NA	0
SKCM	DA.A1HW.06A	TNRC18	HDAC9	7	7	-1	1	6	2	2	0.14	5401528	18535885	tier1	CDS-5UTR	18374	5346421	5465045	18126572	19036993	0	0	0	0	non-validated	0
LGG	HT.A617.01A	TNRC18	MKLN1	7	7	-1	1	4	1	1	1.2	5460691	131060183	tier3	Out-of-frame	18375	5346421	5465045	130794855	131181395	1	0	0	0	NA	0
LUAD	78.8660.01A	TNRC18	RNF216	7	7	-1	-1	25	12	12	0.17	5434071	5663756	tier1	Out-of-frame	18376	5346421	5465045	5659678	5821370	1	0	0	0	NA	0
UCEC	A5.A2K4.01A	TNRC18	RNF216	7	7	-1	-1	23	21	15	0.17	5460691	5681007	tier1	Out-of-frame	18378	5346421	5465045	5659678	5821370	1	0	0	0	NA	0
UCEC	AX.A3FX.01A	TNRC18	RNF216	7	7	-1	-1	44	49	45	0.17	5446781	5681007	tier1	NA	18380	5346421	5465045	5659678	5821370	0	0	0	0	NA	0
UCEC	B5.A3S1.01A	TNRC18	RNF216	7	7	-1	-1	15	9	9	0.17	5399029	5765069	tier1	In-frame	18381	5346421	5465045	5659678	5821370	0	0	0	0	NA	0
STAD	CD.8524.01A	TNRC18	RNF216	7	7	-1	-1	10	70	54	0.17	5460691	5681007	tier1	Out-of-frame	18382	5346421	5465045	5659678	5821370	1	0	0	0	NA	0
LUAD	MP.A4T9.01A	TNRC18	TGS1	7	8	-1	1	20	16	15	0.034	5410006	56723440	tier1	In-frame	18383	5346421	5465045	56685701	56738007	0	0	0	0	NA	0
SKCM	FS.A1ZY.06A	TNRC18	TSGA13	7	7	-1	-1	17	20	15	0.063	5413686	130356628	tier1	Out-of-frame	18384	5346421	5465045	130668648	130687432	0	0	0	0	NA	0
BRCA	BH.A0B2.01A	TNRC18	ZC3HAV1	7	7	-1	-1	18	10	9	2.7	5463072	138768778	tier1	5UTR-CDS	18385	5346421	5465045	138728266	138794465	0	1	0	1	NA	0
PCPG	TT.A6YN.01A	TNRC6A	LIX1L	16	1	1	1	17	23	22	1.2	24809287	145492235	tier1	Out-of-frame	18386	24741016	24837548	145477085	145501669	0	0	0	0	NA	0
GBM	06.0882.01A	TNRC6A	PRKCB	16	16	1	1	2	1	1	0.69	24741621	24192111	tier4	In-frame	18387	24741016	24837548	23847322	24231932	1	0	0	0	NA	0
SKCM	BF.A5EQ.01A	TNRC6B	ATXN10	22	22	1	1	9	11	11	0.62	40574144	46125305	tier1	In-frame	18388	40440821	40731811	46067678	46241187	0	0	0	0	NA	0
KIRP	P4.A5EB.01A	TNRC6B	BASP1	22	5	1	1	11	4	4	1.2	40552186	17275317	tier1	CDS-5UTR	18389	40440821	40731811	17065598	17276843	1	0	0	0	NA	0
PAAD	S4.A8RP.01A	TNRC6B	CBY1	22	22	1	1	3	5	5	0.82	40552186	39061551	tier1	CDS-5UTR	18390	40440821	40731811	39052641	39069859	1	0	0	0	NA	0
KIRC	B0.5692.01A	TNRC6B	EP300	22	22	1	1	10	9	9	0.003	40552186	41572251	tier1	Out-of-frame	18391	40440821	40731811	41487790	41576081	1	0	0	0	NA	0
LUAD	44.7659.01A	TNRC6B	FAM19A5	22	22	1	1	4	6	2	0.04	40552186	49145651	tier1	Out-of-frame	18392	40440821	40731811	48885272	49246724	1	0	0	0	NA	0
SKCM	GN.A266.06A	TNRC6B	FAM83F	22	22	1	1	4	1	1	0.39	40441002	40415172	tier3	5UTR-CDS	18393	40440821	40731811	40390953	40426043	0	0	0	0	non-validated	0
BLCA	XF.AAMX.01A	TNRC6B	FAM83F	22	22	1	1	13	7	4	0.39	40441002	40415172	tier1	5UTR-CDS	18394	40440821	40731811	40390953	40426043	0	0	0	0	NA	0
UCEC	E6.A8L9.01A	TNRC6B	PES1	22	22	1	-1	10	5	3	0.52	40552186	31001504	tier1	CDS-5UTR	18395	40440821	40731811	30972615	31003070	1	0	0	0	NA	0
SARC	DX.A6YZ.01A	TNRC6B	SEMA6D	22	15	1	1	3	3	3	0.33	40552186	47762671	tier1	CDS-5UTR	18396	40440821	40731811	47184101	47774223	1	0	0	0	NA	0
LUAD	99.8033.01A	TNRC6B	STK11	22	19	1	1	8	5	4	7.5	40697337	1222984	tier1	Out-of-frame	18397	40440821	40731811	1205798	1228434	0	0	0	0	NA	0
LGG	WY.A859.01A	TNRC6B	TMEM184B	22	22	1	-1	38	11	11	0.19	40552186	38644025	tier1	CDS-5UTR	18398	40440821	40731811	38615298	38669040	1	0	0	0	NA	0
BLCA	FJ.A3Z7.01A	TNRC6B	TPST2	22	22	1	-1	2	2	2	1.4	40647204	26940641	tier3	CDS-5UTR	18399	40440821	40731811	26521983	26596717	1	0	0	0	NA	0
LUAD	44.7659.01A	TNRC6B	ZC3H7B	22	22	1	1	2	2	2	0.32	40441002	41751473	tier3	5UTR-CDS	18400	40440821	40731811	41697526	41756151	0	0	0	0	NA	0
BRCA	D8.A27N.01A	TNRC6C	APPBP2	17	17	1	-1	5	7	5	0.18	76089205	58577848	tier1	Out-of-frame	18401	76000249	76104916	58520520	58603580	0	0	0	0	NA	0
LUSC	56.A4BY.01A	TNRC6C	PHACTR1	17	6	1	1	5	1	1	0.039	76001160	13287295	tier2	5UTR-CDS	18402	76000249	76104916	12717893	13288645	0	1	0	0	NA	0
UVM	WC.A884.01A	TNRC6C	RPTOR	17	17	1	1	11	4	4	0.016	76001160	78704360	tier1	5UTR-CDS	18404	76000249	76104916	78518619	78940173	0	0	0	1	NA	0
