GeneID	GeneSymbol	Alias	Links	Chromosome	Cytoband	Description	GeneType
80012	PHC3	EDR3|HPH3	HGNC:HGNC:15682|Ensembl:ENSG00000173889|HPRD:10149|Vega:OTTHUMG00000158777	3	3q26.2	polyhomeotic homolog 3 (Drosophila)	protein-coding
80013	FAM188A	C10orf97|CARP|DERP5|MST126|my042	MIM:611649|HGNC:HGNC:23578|Ensembl:ENSG00000148481|HPRD:10702|Vega:OTTHUMG00000017734	10	10p13	"family with sequence similarity 188, member A"	protein-coding
80023	NRSN2	C20orf98|dJ1103G7.6	MIM:610666|HGNC:HGNC:16229|Ensembl:ENSG00000125841|HPRD:12791|Vega:OTTHUMG00000031628	20	20p13	neurensin 2	protein-coding
80198	MUS81	SLX3	MIM:606591|HGNC:HGNC:29814|Ensembl:ENSG00000172732|HPRD:09419|Vega:OTTHUMG00000166633	11	11q13	MUS81 structure-specific endonuclease subunit	protein-coding
80319	CXXC4	IDAX	MIM:611645|HGNC:HGNC:24593|Ensembl:ENSG00000168772|HPRD:16773|Vega:OTTHUMG00000131121	4	4q22-q24	CXXC finger protein 4	protein-coding
81848	SPRY4	HH17	MIM:607984|HGNC:HGNC:15533|Ensembl:ENSG00000187678|HPRD:10466|Vega:OTTHUMG00000129663	5	5q31.3	sprouty homolog 4 (Drosophila)	protein-coding
83593	RASSF5	Maxp1|NORE1|NORE1A|NORE1B|RAPL|RASSF3	MIM:607020|HGNC:HGNC:17609|Ensembl:ENSG00000266094|HPRD:06117|Vega:OTTHUMG00000184616	1	1q32.1	Ras association (RalGDS/AF-6) domain family member 5	protein-coding
83595	SOX7	-	MIM:612202|HGNC:HGNC:18196|Ensembl:ENSG00000171056|HPRD:18087|Vega:OTTHUMG00000090585	8	8p23.1	SRY (sex determining region Y)-box 7	protein-coding
83719	YPEL3	-	MIM:609724|HGNC:HGNC:18327|Ensembl:ENSG00000090238|HPRD:15683|Vega:OTTHUMG00000176853	16	16p11.2	yippee-like 3 (Drosophila)	protein-coding
83742	MARVELD1	GB14|MARVD1|MRVLDC1|bA548K23.8	HGNC:HGNC:28674|Ensembl:ENSG00000155254|HPRD:14364|Vega:OTTHUMG00000018865	10	10q24.2	MARVEL domain containing 1	protein-coding
83787	ARMC10	PNAS-112|PNAS112|SVH	MIM:611864|HGNC:HGNC:21706|Ensembl:ENSG00000170632|HPRD:18133|Vega:OTTHUMG00000157201	7	7q22.1	armadillo repeat containing 10	protein-coding
83937	RASSF4	AD037	MIM:610559|HGNC:HGNC:20793|HPRD:15219	10	10q11.21	Ras association (RalGDS/AF-6) domain family member 4	protein-coding
83989	FAM172A	C5orf21	HGNC:HGNC:25365|Ensembl:ENSG00000113391|HPRD:13210|Vega:OTTHUMG00000131329	5	5q15	"family with sequence similarity 172, member A"	protein-coding
84152	PPP1R1B	DARPP-32|DARPP32	MIM:604399|HGNC:HGNC:9287|Ensembl:ENSG00000131771|HPRD:05097|Vega:OTTHUMG00000133210	17	17q12	"protein phosphatase 1, regulatory (inhibitor) subunit 1B"	protein-coding
84260	TCHP	TpMs	MIM:612654|HGNC:HGNC:28135|Ensembl:ENSG00000139437|HPRD:14403|Vega:OTTHUMG00000169281	12	12q24.11	"trichoplein, keratin filament binding"	protein-coding
84289	ING5	p28ING5	MIM:608525|HGNC:HGNC:19421|Ensembl:ENSG00000168395|HPRD:16348|Vega:OTTHUMG00000151501	2	2q37.3	"inhibitor of growth family, member 5"	protein-coding
84295	PHF6	BFLS|BORJ|CENP-31	MIM:300414|HGNC:HGNC:18145|Ensembl:ENSG00000156531|HPRD:02330|Vega:OTTHUMG00000022453	X	Xq26.3	PHD finger protein 6	protein-coding
84417	C2orf40	ECRG4	MIM:611752|HGNC:HGNC:24642|Ensembl:ENSG00000119147|HPRD:13261|Vega:OTTHUMG00000130921	2	2q12.2	chromosome 2 open reading frame 40	protein-coding
84446	BRSK1	hSAD1	MIM:609235|HGNC:HGNC:18994|Ensembl:ENSG00000160469|HPRD:12533|Vega:OTTHUMG00000180735	19	19q13.4	BR serine/threonine kinase 1	protein-coding
84464	SLX4	BTBD12|FANCP|MUS312	MIM:613278|HGNC:HGNC:23845|Ensembl:ENSG00000188827|HPRD:12537|Vega:OTTHUMG00000074089	16	16p13.3	SLX4 structure-specific endonuclease subunit	protein-coding
84525	HOPX	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	MIM:607275|HGNC:HGNC:24961|Ensembl:ENSG00000171476|HPRD:06280|Vega:OTTHUMG00000128768	4	4q12	HOP homeobox	protein-coding
84632	AFAP1L2	KIAA1914|XB130	MIM:612420|HGNC:HGNC:25901|Ensembl:ENSG00000169129|HPRD:13902|Vega:OTTHUMG00000019086	10	10q25.3	actin filament associated protein 1-like 2	protein-coding
84651	SPINK7	ECG2|ECRG2	HGNC:HGNC:24643|Ensembl:ENSG00000145879|HPRD:16850|Vega:OTTHUMG00000163522	5	5q32	"serine peptidase inhibitor, Kazal type 7 (putative)"	protein-coding
84700	MYO18B	-	MIM:607295|HGNC:HGNC:18150|Ensembl:ENSG00000133454|HPRD:09529|Vega:OTTHUMG00000151129	22	22q12.1	myosin XVIIIB	protein-coding
84707	BEX2	BEX1|DJ79P11.1	MIM:300691|HGNC:HGNC:30933|Ensembl:ENSG00000133134|HPRD:06484|Vega:OTTHUMG00000022095	X	Xq22	brain expressed X-linked 2	protein-coding
84816	RTN4IP1	NIMP	MIM:610502|HGNC:HGNC:18647|HPRD:18008	6	6q21	reticulon 4 interacting protein 1	protein-coding
84872	ZC3H10	ZC3HDC10	HGNC:HGNC:25893|HPRD:07860	12	12q13.2	zinc finger CCCH-type containing 10	protein-coding
84879	MFSD2A	MFSD2|NLS1	MIM:614397|HGNC:HGNC:25897|Ensembl:ENSG00000168389|HPRD:07861|Vega:OTTHUMG00000009293	1	1p34.2	major facilitator superfamily domain containing 2A	protein-coding
84897	TBRG1	NIAM|TB-5	MIM:610614|HGNC:HGNC:29551|HPRD:15477	11	11q24.2	transforming growth factor beta regulator 1	protein-coding
84911	ZNF382	KS1	MIM:609516|HGNC:HGNC:17409|Ensembl:ENSG00000161298|HPRD:18331|Vega:OTTHUMG00000048153	19	19q13.12	zinc finger protein 382	protein-coding
84934	RITA1	C12orf52|RITA	HGNC:HGNC:25925|Ensembl:ENSG00000139405|HPRD:08606|Vega:OTTHUMG00000169643	12	12q24.13	RBPJ interacting and tubulin associated 1	protein-coding
85403	EAF1	-	MIM:608315|HGNC:HGNC:20907|Ensembl:ENSG00000144597|HPRD:12209|Vega:OTTHUMG00000162544	3	3p25.1	ELL associated factor 1	protein-coding
85480	TSLP	-	MIM:607003|HGNC:HGNC:30743|Ensembl:ENSG00000145777|HPRD:06108|Vega:OTTHUMG00000128791	5	5q22.1	thymic stromal lymphopoietin	protein-coding
89870	TRIM15	RNF93|ZNF178|ZNFB7	HGNC:HGNC:16284|Ensembl:ENSG00000204610|HPRD:15551|Vega:OTTHUMG00000031031	6	6p21.3	tripartite motif containing 15	protein-coding
89884	LHX4	CPHD4	MIM:602146|HGNC:HGNC:21734|HPRD:03686	1	1q25.2	LIM homeobox 4	protein-coding
90249	UNC5A	UNC5H1	MIM:607869|HGNC:HGNC:12567|Ensembl:ENSG00000113763|Vega:OTTHUMG00000163225	5	5q35.2	unc-5 homolog A (C. elegans)	protein-coding
90427	BMF	-	MIM:606266|HGNC:HGNC:24132|Ensembl:ENSG00000104081|HPRD:05881|Vega:OTTHUMG00000129875	15	15q14	Bcl2 modifying factor	protein-coding
90480	GADD45GIP1	CKBBP2|CKbetaBP2|CRIF1|MRP-L59|PLINP|PLINP-1|PRG6|Plinp1	MIM:605162|HGNC:HGNC:29996|HPRD:05519	19	19p13.2	"growth arrest and DNA-damage-inducible, gamma interacting protein 1"	protein-coding
90627	STARD13	ARHGAP37|DLC2|GT650|LINC00464	MIM:609866|HGNC:HGNC:19164|Ensembl:ENSG00000133121|HPRD:11607|Vega:OTTHUMG00000016708	13	13q13.1	StAR-related lipid transfer (START) domain containing 13	protein-coding
90993	CREB3L1	OASIS	HGNC:HGNC:18856|Ensembl:ENSG00000157613|HPRD:16751|Vega:OTTHUMG00000166423	11	11p11.2	cAMP responsive element binding protein 3-like 1	protein-coding
91133	L3MBTL4	HsT1031	HGNC:HGNC:26677|Ensembl:ENSG00000154655|HPRD:08198|Vega:OTTHUMG00000178980	18	18p11.31	l(3)mbt-like 4 (Drosophila)	protein-coding
91608	RASL10B	RRP17|VTS58635	MIM:612128|HGNC:HGNC:30295|Ensembl:ENSG00000270885|HPRD:15215|Vega:OTTHUMG00000188385	17	17q12	"RAS-like, family 10, member B"	protein-coding
91768	CABLES1	CABL1|CABLES|HsT2563|IK3-1	MIM:609194|HGNC:HGNC:25097|Ensembl:ENSG00000134508|HPRD:16461|Vega:OTTHUMG00000179186	18	18q11.2	Cdk5 and Abl enzyme substrate 1	protein-coding
92304	SCGB3A1	HIN-1|HIN1|LU105|PnSP-2|UGRP2	MIM:606500|HGNC:HGNC:18384|Ensembl:ENSG00000161055|HPRD:05932|Vega:OTTHUMG00000130936	5	5q35.3	"secretoglobin, family 3A, member 1"	protein-coding
92335	STRADA	LYK5|NY-BR-96|PMSE|STRAD|Stlk	MIM:608626|HGNC:HGNC:30172|Ensembl:ENSG00000266173|HPRD:14332|Vega:OTTHUMG00000178908	17	17q23.3	STE20-related kinase adaptor alpha	protein-coding
92344	GORAB	GO|NTKLBP1|SCYL1BP1	MIM:607983|HGNC:HGNC:25676|Ensembl:ENSG00000120370|HPRD:12144|Vega:OTTHUMG00000035228	1	1q24.2	"golgin, RAB6-interacting"	protein-coding
92597	MOB1B	MATS2|MOB4A|MOBKL1A	MIM:609282|HGNC:HGNC:29801|Ensembl:ENSG00000173542|HPRD:17582|Vega:OTTHUMG00000160844	4	4q13.3	MOB kinase activator 1B	protein-coding
93492	TPTE2	TPIP	MIM:606791|HGNC:HGNC:17299|Ensembl:ENSG00000132958|HPRD:06003|Vega:OTTHUMG00000016493	13	13q12.11	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	protein-coding
94031	HTRA3	Prsp|Tasp	MIM:608785|HGNC:HGNC:30406|Ensembl:ENSG00000170801|HPRD:08821|Vega:OTTHUMG00000090561	4	4p16.1	HtrA serine peptidase 3	protein-coding
94241	TP53INP1	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1	MIM:606185|HGNC:HGNC:18022|Ensembl:ENSG00000164938|HPRD:09367|Vega:OTTHUMG00000164697	8	8q22	tumor protein p53 inducible nuclear protein 1	protein-coding
112399	EGLN3	HIFP4H3|HIFPH3|PHD3	MIM:606426|HGNC:HGNC:14661|Ensembl:ENSG00000129521|HPRD:06972|Vega:OTTHUMG00000029498	14	14q13.1	egl-9 family hypoxia-inducible factor 3	protein-coding
112464	PRKCDBP	CAVIN3|HSRBC|SRBC|cavin-3	HGNC:HGNC:9400|Ensembl:ENSG00000170955|HPRD:17908|Vega:OTTHUMG00000133378	11	11p15.4	"protein kinase C, delta binding protein"	protein-coding
114757	CYGB	HGB|STAP	MIM:608759|HGNC:HGNC:16505|Ensembl:ENSG00000161544|HPRD:06479|Vega:OTTHUMG00000180289	17	17q25	cytoglobin	protein-coding
114826	SMYD4	ZMYND21	HGNC:HGNC:21067|Ensembl:ENSG00000186532|HPRD:18079|Vega:OTTHUMG00000090570	17	17p13.3	SET and MYND domain containing 4	protein-coding
114907	FBXO32	Fbx32|MAFbx	MIM:606604|HGNC:HGNC:16731|Ensembl:ENSG00000156804|HPRD:05966|Vega:OTTHUMG00000164981	8	8q24.13	F-box protein 32	protein-coding
115426	UHRF2	NIRF|RNF107|URF2	MIM:615211|HGNC:HGNC:12557|Ensembl:ENSG00000147854|HPRD:18257|Vega:OTTHUMG00000019521	9	9p24.1	"ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase"	protein-coding
115761	ARL11	ARLTS1	MIM:609351|HGNC:HGNC:24046|Ensembl:ENSG00000152213|HPRD:12484|Vega:OTTHUMG00000016919	13	13q14.2	ADP-ribosylation factor-like 11	protein-coding
116071	BATF2	SARI	MIM:614983|HGNC:HGNC:25163|Ensembl:ENSG00000168062|HPRD:14470|Vega:OTTHUMG00000165633	11	11q13.1	"basic leucine zipper transcription factor, ATF-like 2"	protein-coding
116135	LRRC3B	LRP15	HGNC:HGNC:28105|Ensembl:ENSG00000179796|HPRD:14318|Vega:OTTHUMG00000130572	3	3p24	leucine rich repeat containing 3B	protein-coding
116173	CMTM5	CKLFSF5	MIM:607888|HGNC:HGNC:19176|Ensembl:ENSG00000166091|HPRD:06986|Vega:OTTHUMG00000028751	14	14q11.2	CKLF-like MARVEL transmembrane domain containing 5	protein-coding
117153	MIA2	-	MIM:608001|HGNC:HGNC:18432|Ensembl:ENSG00000150526|HPRD:12149|Vega:OTTHUMG00000028831	14	14q13.2	melanoma inhibitory activity 2	protein-coding
117581	TWIST2	DERMO1|FFDD3|SETLSS|bHLHa39	MIM:607556|HGNC:HGNC:20670|Ensembl:ENSG00000233608|HPRD:09616|Vega:OTTHUMG00000152836	2	2q37.3	twist family bHLH transcription factor 2	protein-coding
121227	LRIG3	LIG3	MIM:608870|HGNC:HGNC:30991|Ensembl:ENSG00000139263|HPRD:08317|Vega:OTTHUMG00000169940	12	12q14.1	leucine-rich repeats and immunoglobulin-like domains 3	protein-coding
122953	JDP2	JUNDM2	MIM:608657|HGNC:HGNC:17546|Ensembl:ENSG00000140044|HPRD:16360|Vega:OTTHUMG00000171869	14	14q24.3	Jun dimerization protein 2	protein-coding
123879	DCUN1D3	44M2.4	HGNC:HGNC:28734|HPRD:14660	16	16p12.3	"DCN1, defective in cullin neddylation 1, domain containing 3"	protein-coding
123920	CMTM3	BNAS2|CKLFSF3	MIM:607886|HGNC:HGNC:19174|Ensembl:ENSG00000140931|HPRD:16259|Vega:OTTHUMG00000137503	16	16q21	CKLF-like MARVEL transmembrane domain containing 3	protein-coding
126520	PLK5	PLK-5|PLK5P|SgK384ps	HGNC:HGNC:27001|Ensembl:ENSG00000185988|Vega:OTTHUMG00000180073	19	19p13.3	polo-like kinase 5	protein-coding
127700	OSCP1	C1orf102|NOR1	MIM:608854|HGNC:HGNC:29971|Ensembl:ENSG00000116885|HPRD:16393|Vega:OTTHUMG00000008139	1	1p34.3	organic solute carrier partner 1	protein-coding
130399	ACVR1C	ACVRLK7|ALK7	MIM:608981|HGNC:HGNC:18123|Ensembl:ENSG00000123612|HPRD:10608|Vega:OTTHUMG00000131964	2	2q24.1	"activin A receptor, type IC"	protein-coding
134111	UBE2QL1	-	MIM:615832|HGNC:HGNC:37269	5	5p15.31	ubiquitin-conjugating enzyme E2Q family-like 1	protein-coding
135138	PACRG	GLUP|HAK005771|PARK2CRG	MIM:608427|HGNC:HGNC:19152|Ensembl:ENSG00000112530|HPRD:07465|Vega:OTTHUMG00000016116	6	6q26	PARK2 co-regulated	protein-coding
137075	CLDN23	CLDNL|hCG1646163	MIM:609203|HGNC:HGNC:17591|Ensembl:ENSG00000253958|HPRD:13069|Vega:OTTHUMG00000163674	8	8p23.1	claudin 23	protein-coding
137970	UNC5D	PRO34692|Unc5h4	HGNC:HGNC:18634|Ensembl:ENSG00000156687|HPRD:11661|Vega:OTTHUMG00000157145	8	8p12	unc-5 homolog D (C. elegans)	protein-coding
139285	AMER1	FAM123B|OSCS|WTX	MIM:300647|HGNC:HGNC:26837|Ensembl:ENSG00000184675|HPRD:06565|Vega:OTTHUMG00000021703	X	Xq11.2	APC membrane recruitment protein 1	protein-coding
140628	GATA5	GATAS|bB379O24.1	MIM:611496|HGNC:HGNC:15802|Ensembl:ENSG00000130700|HPRD:17029|Vega:OTTHUMG00000032919	20	20q13.33	GATA binding protein 5	protein-coding
140690	CTCFL	BORIS|CT27|CTCF-T|HMGB1L1|dJ579F20.2	MIM:607022|HGNC:HGNC:16234|Ensembl:ENSG00000124092|HPRD:09512|Vega:OTTHUMG00000032829	20	20q13.31	CCCTC-binding factor (zinc finger protein)-like	protein-coding
144165	PRICKLE1	EPM1B|RILP	MIM:608500|HGNC:HGNC:17019|Ensembl:ENSG00000139174|HPRD:16341|Vega:OTTHUMG00000169443	12	12q12	prickle homolog 1 (Drosophila)	protein-coding
146691	TOM1L2	-	MIM:615519|HGNC:HGNC:11984|Ensembl:ENSG00000175662|HPRD:18213|Vega:OTTHUMG00000059353	17	17p11.2	target of myb1-like 2 (chicken)	protein-coding
148252	DIRAS1	Di-Ras1|GBTS1|RIG	MIM:607862|HGNC:HGNC:19127|Ensembl:ENSG00000176490|HPRD:09710|Vega:OTTHUMG00000180439	19	19p13.3	"DIRAS family, GTP-binding RAS-like 1"	protein-coding
149628	PYHIN1	IFIX	MIM:612677|HGNC:HGNC:28894|Ensembl:ENSG00000163564|HPRD:09999|Vega:OTTHUMG00000037109	1	1q23.1	"pyrin and HIN domain family, member 1"	protein-coding
150094	SIK1	MSK|SIK|SNF1LK	MIM:605705|HGNC:HGNC:11142|Ensembl:ENSG00000142178|HPRD:09301|Vega:OTTHUMG00000086874	21	21q22.3	salt-inducible kinase 1	protein-coding
151742	PPM1L	PP2C-epsilon|PP2CE|PPM1-LIKE	MIM:611931|HGNC:HGNC:16381|HPRD:17889	3	3q26.1	"protein phosphatase, Mg2+/Mn2+ dependent, 1L"	protein-coding
152573	SHISA3	hShisa3	HGNC:HGNC:25159|Ensembl:ENSG00000178343|Vega:OTTHUMG00000161043	4	4p13	shisa family member 3	protein-coding
153090	DAB2IP	AF9Q34|AIP-1|AIP1|DIP1/2	MIM:609205|HGNC:HGNC:17294|Ensembl:ENSG00000136848|HPRD:09903|Vega:OTTHUMG00000020595	9	9q33.1-q33.3	DAB2 interacting protein	protein-coding
159989	CCDC67	-	HGNC:HGNC:26344|Ensembl:ENSG00000165325|HPRD:08689|Vega:OTTHUMG00000167441	11	11q21	coiled-coil domain containing 67	protein-coding
160492	LMNTD1	IFLTD1|PAS1C1	HGNC:HGNC:26683|Ensembl:ENSG00000152936|HPRD:08768|Vega:OTTHUMG00000169052	12	12p12.1	lamin tail domain containing 1	protein-coding
160728	SLC5A8	AIT|SMCT|SMCT1	MIM:608044|HGNC:HGNC:19119|HPRD:10475	12	12q23.1	"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8"	protein-coding
164656	TMPRSS6	IRIDA	MIM:609862|HGNC:HGNC:16517|Ensembl:ENSG00000187045|HPRD:10270|Vega:OTTHUMG00000150541	22	22q12.3	"transmembrane protease, serine 6"	protein-coding
167465	ZNF366	DCSCRIPT	MIM:610159|HGNC:HGNC:18316|HPRD:18329	5	5q13.2|5q13.2	zinc finger protein 366	protein-coding
170692	ADAMTS18	ADAMTS21|KNO2|MMCAT	MIM:607512|HGNC:HGNC:17110|Ensembl:ENSG00000140873|HPRD:06333|Vega:OTTHUMG00000137619	16	16q23	"ADAM metallopeptidase with thrombospondin type 1 motif, 18"	protein-coding
171023	ASXL1	BOPS|MDS	MIM:612990|HGNC:HGNC:18318|Ensembl:ENSG00000171456|HPRD:16516|Vega:OTTHUMG00000032218	20	20q11	additional sex combs like transcriptional regulator 1	protein-coding
171024	SYNPO2	-	HGNC:HGNC:17732|Ensembl:ENSG00000172403|HPRD:15456|Vega:OTTHUMG00000161165	4	4q26	synaptopodin 2	protein-coding
196528	ARID2	BAF200|p200	MIM:609539|HGNC:HGNC:18037|Ensembl:ENSG00000189079|HPRD:16505|Vega:OTTHUMG00000150487	12	12q12	"AT rich interactive domain 2 (ARID, RFX-like)"	protein-coding
199731	CADM4	IGSF4C|NECL4|Necl-4|TSLL2|synCAM4	MIM:609744|HGNC:HGNC:30825|Ensembl:ENSG00000105767|HPRD:17141|Vega:OTTHUMG00000182735	19	19q13.31	cell adhesion molecule 4	protein-coding
200504	GKN2	BRICD1B|GDDR|PRO813|TFIZ1|VLTI465	HGNC:HGNC:24588|Ensembl:ENSG00000183607|HPRD:17034|Vega:OTTHUMG00000152655	2	2p13.3	gastrokine 2	protein-coding
201163	FLCN	BHD|FLCL	MIM:607273|HGNC:HGNC:27310|Ensembl:ENSG00000154803|HPRD:06278|Vega:OTTHUMG00000059275	17	17p11.2	folliculin	protein-coding
201501	ZBTB7C	APM-1|APM1|ZBTB36|ZNF857C	HGNC:HGNC:31700|Ensembl:ENSG00000184828|Vega:OTTHUMG00000180322	18	18q21.1	zinc finger and BTB domain containing 7C	protein-coding
219285	SAMD9L	C7orf6|DRIF2|UEF1	MIM:611170|HGNC:HGNC:1349|Ensembl:ENSG00000177409|HPRD:10798|Vega:OTTHUMG00000155807	7	7q21.2	sterile alpha motif domain containing 9-like	protein-coding
219333	USP12	UBH1|USP12L1	HGNC:HGNC:20485|Ensembl:ENSG00000152484|HPRD:15631|Vega:OTTHUMG00000016626	13	13q12.13	ubiquitin specific peptidase 12	protein-coding
219699	UNC5B	UNC5H2|p53RDL1	MIM:607870|HGNC:HGNC:12568|Ensembl:ENSG00000107731|HPRD:08487|Vega:OTTHUMG00000018422	10	10q22.1	unc-5 homolog B (C. elegans)	protein-coding
220296	HEPACAM	GlialCAM|MLC2A|MLC2B	MIM:611642|HGNC:HGNC:26361|Ensembl:ENSG00000165478|HPRD:08068|Vega:OTTHUMG00000165938	11	11q24.2	hepatic and glial cell adhesion molecule	protein-coding
222235	FBXL13	Fbl13	MIM:609080|HGNC:HGNC:21658|Ensembl:ENSG00000161040|HPRD:12364|Vega:OTTHUMG00000157224	7	7q22.1	F-box and leucine-rich repeat protein 13	protein-coding
222236	NAPEPLD	FMP30|NAPE-PLD	MIM:612334|HGNC:HGNC:21683|Ensembl:ENSG00000161048|HPRD:14809|Vega:OTTHUMG00000157204	7	7q22.1	N-acyl phosphatidylethanolamine phospholipase D	protein-coding
253559	CADM2	IGSF4D|NECL3|Necl-3|SynCAM 2|synCAM2	MIM:609938|HGNC:HGNC:29849|Ensembl:ENSG00000175161|HPRD:11046|Vega:OTTHUMG00000158990	3	3p12.1	cell adhesion molecule 2	protein-coding
253738	EBF3	COE3|EBF-3|O/E-2|OE-2	MIM:607407|HGNC:HGNC:19087|Ensembl:ENSG00000108001|HPRD:16818|Vega:OTTHUMG00000019265	10	10q26.3	early B-cell factor 3	protein-coding
254394	MCM9	C6orf61|MCMDC1|dJ329L24.1|dJ329L24.3	MIM:610098|HGNC:HGNC:21484|Ensembl:ENSG00000111877|HPRD:17472|Vega:OTTHUMG00000015468	6	6q22.31	minichromosome maintenance complex component 9	protein-coding
255877	BCL6B	BAZF|ZBTB28|ZNF62	MIM:608992|HGNC:HGNC:1002|Ensembl:ENSG00000161940|HPRD:16414|Vega:OTTHUMG00000177882	17	17p13.1	"B-cell CLL/lymphoma 6, member B"	protein-coding
257218	SHPRH	bA545I5.2	MIM:608048|HGNC:HGNC:19336|Ensembl:ENSG00000146414|HPRD:10476|Vega:OTTHUMG00000015750	6	6q24.3	"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase"	protein-coding
259230	SGMS1	MOB|MOB1|SMS1|TMEM23|hmob33	MIM:611573|HGNC:HGNC:29799|Ensembl:ENSG00000198964|HPRD:18203|Vega:OTTHUMG00000018231	10	10q11.2	sphingomyelin synthase 1	protein-coding
283120	H19	ASM|ASM1|BWS|D11S813E|LINC00008|NCRNA00008|PRO2605|WT2	MIM:103280|HGNC:HGNC:4713|Ensembl:ENSG00000130600	11	11p15.5	"H19, imprinted maternally expressed transcript (non-protein coding)"	ncRNA
283349	RASSF3	RASSF5	MIM:607019|HGNC:HGNC:14271|Ensembl:ENSG00000153179|HPRD:08448|Vega:OTTHUMG00000168812	12	12q14.2	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
283518	KCNRG	DLTET	MIM:607947|HGNC:HGNC:18893|Ensembl:ENSG00000198553|HPRD:06404|Vega:OTTHUMG00000140140	13	13q14.2	potassium channel regulator	protein-coding
284406	ZFP82	ZNF545	HGNC:HGNC:28682|Ensembl:ENSG00000181007|HPRD:11725|Vega:OTTHUMG00000048146	19	19q13.12	ZFP82 zinc finger protein	protein-coding
285194	TUSC7	LINC00902|LSAMP-AS1|LSAMP-AS3|LSAMPAS3|NCRNA00295	MIM:616057|HGNC:HGNC:27701	3	3q13.31	tumor suppressor candidate 7 (non-protein coding)	ncRNA
285671	RNF180	RINES	MIM:616015|HGNC:HGNC:27752|Ensembl:ENSG00000164197|HPRD:15263|Vega:OTTHUMG00000162278	5	5q12.3	ring finger protein 180	protein-coding
286319	TUSC1	TSG-9|TSG9	MIM:610529|HGNC:HGNC:31010|Ensembl:ENSG00000198680|HPRD:18247|Vega:OTTHUMG00000159591	9	9p21.2	tumor suppressor candidate 1	protein-coding
286826	LIN9	BARA|BARPsv|Lin-9|TGS|TGS1|TGS2	MIM:609375|HGNC:HGNC:30830|Ensembl:ENSG00000183814|HPRD:13990|Vega:OTTHUMG00000037557	1	1q42.12	lin-9 DREAM MuvB core complex component	protein-coding
338442	HCAR2	GPR109A|HCA2|HM74a|HM74b|NIACR1|PUMAG|Puma-g	MIM:609163|HGNC:HGNC:24827|Ensembl:ENSG00000182782|HPRD:16453|Vega:OTTHUMG00000162722	12	12q24.31	hydroxycarboxylic acid receptor 2	protein-coding
339967	TMPRSS11A	ECRG1	MIM:611704|HGNC:HGNC:27954|Ensembl:ENSG00000187054|HPRD:07123|Vega:OTTHUMG00000129303	4	4q13.2	"transmembrane protease, serine 11A"	protein-coding
347252	IGFBPL1	IGFBP-RP4|IGFBPRP4|bA113O24.1	MIM:610413|HGNC:HGNC:20081|HPRD:17138	9	9p13.1	insulin-like growth factor binding protein-like 1	protein-coding
347745	PWAR4	PAR-4|PAR4	HGNC:HGNC:29998	15	15q11.2	Prader Willi/Angelman region RNA 4	ncRNA
373863	DND1	RBMS4	MIM:609385|HGNC:HGNC:23799|Ensembl:ENSG00000256453|HPRD:13240|Vega:OTTHUMG00000129499	5	5q31.3	DND microRNA-mediated repression inhibitor 1	protein-coding
374654	KIF7	ACLS|HLS2|JBTS12|UNQ340	MIM:611254|HGNC:HGNC:30497|Ensembl:ENSG00000166813|HPRD:14187|Vega:OTTHUMG00000157177	15	15q26.1	kinesin family member 7	protein-coding
378708	APITD1	CENP-S|CENPS|FAAP16|MHF1	MIM:609130|HGNC:HGNC:23163|Vega:OTTHUMG00000059085	1	1p36.22	"apoptosis-inducing, TAF9-like domain 1"	protein-coding
387496	RASL11A	-	MIM:612403|HGNC:HGNC:23802|Ensembl:ENSG00000122035|HPRD:17956|Vega:OTTHUMG00000016627	13	13q12.2	"RAS-like, family 11, member A"	protein-coding
400410	ST20	HCCS-1	HGNC:HGNC:33520|Ensembl:ENSG00000180953|Vega:OTTHUMG00000172078	15	15q25.1	suppressor of tumorigenicity 20	protein-coding
401494	HACD4	PTPLAD2	MIM:615941|HGNC:HGNC:20920|HPRD:17392|Vega:OTTHUMG00000021016	9	9p21.3	protein tyrosine phosphatase-like A domain containing 2	protein-coding
406881	MIRLET7A1	LET7A1|MIRNLET7A1|let-7a-1	MIM:605386|HGNC:HGNC:31476|Ensembl:ENSG00000199165|miRBase:MI0000060	9	9q22.32	microRNA let-7a-1	ncRNA
406882	MIRLET7A2	LET7A2|MIRNLET7A2|let-7a-2	MIM:612142|HGNC:HGNC:31477|Ensembl:ENSG00000198975|miRBase:MI0000061	11	11q24.1	microRNA let-7a-2	ncRNA
406883	MIRLET7A3	LET7A3|MIRNLET7A3|let-7a-3	MIM:612143|HGNC:HGNC:31478|miRBase:MI0000062	22	22q13.31	microRNA let-7a-3	ncRNA
406884	MIRLET7B	LET7B|MIRNLET7B|hsa-let-7b|let-7b	MIM:611249|HGNC:HGNC:31479|Ensembl:ENSG00000207875|miRBase:MI0000063	22	22q13.31	microRNA let-7b	ncRNA
