Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)
ARID4A	5926	ENST00000355431	NM_002892.3	ENST00000355431	NM_002892.3	2	Yes	No	Yes	No	Yes	No	No	No	No
ARID4B	51742	ENST00000264183	NM_001206794.1	ENST00000264183	NM_001206794.1	2	Yes	No	Yes	No	Yes	No	No	No	No
ARID5A	10865	ENST00000357485	NM_212481.1	ENST00000357485	NM_212481.1	2	Yes	No	No	No	Yes	No	No	No	No
ARNT	405					2	No	No	No	No	No	No	Yes	No	Yes
ATIC	471					2	No	No	No	No	No	No	Yes	No	Yes
ATP6AP1	537	ENST00000369762	NM_001183.5	ENST00000369762	NM_001183.5	2	Yes	No	No	No	Yes	No	No	No	No
ATP6V1B2	526	ENST00000276390	NM_001693.3	ENST00000276390	NM_001693.3	2	Yes	No	Yes	No	Yes	No	No	No	No
ATXN2	6311	ENST00000377617	NM_002973.3	ENST00000550104	NM_002973.3	2	Yes	No	Yes	No	Yes	No	No	No	No
ATXN7	6314	ENST00000295900	NM_000333.3	ENST00000295900	NM_000333.3	2	Yes	Yes	No	Yes	No	No	No	No	No
BACH2	60468	ENST00000257749	NM_001170794.1	ENST00000257749	NM_001170794.1	2	Yes	No	Yes	No	Yes	No	No	No	No
BCL11A	53335					2	No	No	No	No	No	No	Yes	No	Yes
BCL2L2	599					2	No	No	No	No	No	Yes	Yes	No	No
BCL3	602					2	No	No	No	No	No	No	Yes	No	Yes
BCL7A	605					2	No	No	No	No	No	No	Yes	No	Yes
BTG2	7832					2	No	No	No	No	No	Yes	Yes	No	No
CAMTA1	23261					2	No	No	No	No	No	No	Yes	No	Yes
CARS1	833					2	No	No	No	No	No	No	Yes	No	Yes
CBFA2T3	863					2	No	No	No	No	No	No	Yes	No	Yes
CD22	933					2	No	No	No	No	No	Yes	Yes	No	No
CD28	940	ENST00000324106	NM_006139.3	ENST00000324106	NM_006139.3	2	Yes	Yes	No	No	Yes	No	No	No	No
CD70	970					2	No	No	No	No	No	Yes	Yes	No	No
CD74	972					2	No	No	No	No	No	Yes	No	No	Yes
CDX2	1045					2	No	No	No	No	No	No	Yes	No	Yes
CEP43	11116					2	No	No	No	No	No	No	Yes	No	Yes
CLTC	1213					2	No	No	No	No	No	No	Yes	No	Yes
CLTCL1	8218					2	No	No	No	No	No	No	Yes	No	Yes
CMTR2	55783	ENST00000338099	NM_001099642.1	ENST00000338099	NM_001099642.1	2	Yes	No	Yes	Yes	No	No	No	No	No
CNTRL	11064					2	No	No	No	No	No	No	Yes	No	Yes
COL1A1	1277					2	No	No	No	No	No	No	Yes	No	Yes
CRBN	51185	ENST00000231948	NM_016302.3	ENST00000231948	NM_016302.3	2	Yes	No	Yes	No	Yes	No	No	No	No
CREB1	1385	ENST00000432329	NM_134442.3	ENST00000432329	NM_134442.3	2	Yes	Yes	No	No	No	No	No	No	Yes
CREB3L1	90993					2	No	No	No	No	No	No	Yes	No	Yes
CREB3L2	64764					2	No	No	No	No	No	No	Yes	No	Yes
CTNNA1	1495					2	No	No	No	No	No	Yes	Yes	No	No
CTR9	9646	ENST00000361367	NM_014633.4	ENST00000361367	NM_014633.4	2	Yes	No	Yes	Yes	No	No	No	No	No
CYP19A1	1588	ENST00000260433	NM_000103.3	ENST00000396402	NM_000103.3	2	Yes	Yes	No	Yes	No	No	No	No	No
DDX10	1662					2	No	No	No	No	No	No	Yes	No	Yes
DDX6	1656					2	No	No	No	No	No	No	Yes	No	Yes
DNM2	1785					2	No	No	No	No	No	No	Yes	No	Yes
EBF1	1879					2	No	No	No	No	No	No	Yes	No	Yes
ECT2L	345930	ENST00000367682	NM_001077706.2	ENST00000367682	NM_001077706.2	2	Yes	No	Yes	No	No	No	Yes	No	No
EGR1	1958	ENST00000239938	NM_001964.2	ENST00000239938	NM_001964.2	2	Yes	No	Yes	No	Yes	No	No	No	No
ELF4	2000					2	No	No	No	No	No	No	Yes	No	Yes
ELL	8178					2	No	No	No	No	No	No	Yes	No	Yes
EML4	27436					2	No	No	No	No	No	No	Yes	No	Yes
EMSY	56946					2	No	No	No	No	No	Yes	Yes	No	No
EP400	57634	ENST00000389561	NM_015409.3	ENST00000389561	NM_015409.3	2	Yes	No	Yes	No	Yes	No	No	No	No
EPOR	2057	ENST00000222139	NM_000121.3	ENST00000222139	NM_000121.3	2	Yes	Yes	No	No	No	No	Yes	No	No
EPS15	2060					2	No	No	No	No	No	No	Yes	No	Yes
ESCO2	157570	ENST00000305188	NM_001017420.2	ENST00000305188	NM_001017420.2	2	Yes	No	Yes	No	Yes	No	No	No	No
ETAA1	54465	ENST00000272342	NM_019002.3	ENST00000272342	NM_019002.3	2	Yes	No	Yes	Yes	No	No	No	No	No
EZHIP	340602	ENST00000342995	NM_203407.2	ENST00000342995	NM_203407.2	2	Yes	Yes	No	Yes	No	No	No	No	No
EZR	7430					2	No	No	No	No	No	Yes	No	No	Yes
FANCE	2178					2	No	No	No	No	No	No	Yes	No	Yes
FANCF	2188					2	No	No	No	No	No	No	Yes	No	Yes
FCGR2B	2213					2	No	No	No	No	No	No	Yes	No	Yes
FCRL4	83417					2	No	No	No	No	No	No	Yes	No	Yes
FGF10	2255					2	No	No	No	No	No	Yes	Yes	No	No
FGF14	2259					2	No	No	No	No	No	Yes	Yes	No	No
FGF23	8074					2	No	No	No	No	No	Yes	Yes	No	No
FGF6	2251					2	No	No	No	No	No	Yes	Yes	No	No
FHIT	2272					2	No	No	No	No	No	No	Yes	No	Yes
FOXF1	2294	ENST00000262426	NM_001451.2	ENST00000262426	NM_001451.2	2	Yes	Yes	Yes	Yes	No	No	No	No	No
FOXO3	2309					2	No	No	No	No	No	No	Yes	No	Yes
FOXO4	4303					2	No	No	No	No	No	No	Yes	No	Yes
FSTL3	10272					2	No	No	No	No	No	No	Yes	No	Yes
FURIN	5045	ENST00000268171	NM_001289823.1	ENST00000268171	NM_001289823.1	2	Yes	Yes	No	No	Yes	No	No	No	No
FUS	2521					2	No	No	No	No	No	No	Yes	No	Yes
GAB1	2549	ENST00000262994	NM_002039.3	ENST00000262994	NM_002039.3	2	Yes	Yes	No	Yes	No	No	No	No	No
GAB2	9846	ENST00000361507	NM_080491.2	ENST00000361507	NM_080491.2	2	Yes	Yes	No	Yes	No	No	No	No	No
GAS7	8522					2	No	No	No	No	No	No	Yes	No	Yes
GID4	79018					2	No	No	No	No	No	Yes	Yes	No	No
GPHN	10243					2	No	No	No	No	No	No	Yes	No	Yes
GTF2I	2969	ENST00000324896	NM_032999.3	ENST00000573035	NM_032999.3	2	Yes	Yes	No	No	Yes	No	No	No	No
H1-5	3009	ENST00000331442	NM_005322.2	ENST00000331442	NM_005322.2	2	Yes	No	Yes	No	Yes	No	No	No	No
H2BC8	8339	ENST00000244601	NM_003518	ENST00000541790	NM_003518	2	Yes	No	No	No	Yes	No	No	No	No
H4C9	8294					2	No	No	No	No	No	No	Yes	No	Yes
HERPUD1	9709					2	No	No	No	No	No	No	Yes	No	Yes
HEY1	23462					2	No	No	No	No	No	No	Yes	No	Yes
HIP1	3092					2	No	No	No	No	No	No	Yes	No	Yes
HLA-C	3107	ENST00000376228	NM_002117.5	ENST00000376228	NM_002117.5	2	Yes	No	Yes	Yes	No	No	No	No	No
HLF	3131					2	No	No	No	No	No	No	Yes	No	Yes
HMGA1	3159					2	No	No	No	No	No	No	Yes	No	Yes
HMGA2	8091					2	No	No	No	No	No	No	Yes	No	Yes
HOXA11	3207					2	No	No	No	No	No	No	Yes	No	Yes
HOXA13	3209					2	No	No	No	No	No	No	Yes	No	Yes
HOXA9	3205					2	No	No	No	No	No	No	Yes	No	Yes
HOXC11	3227					2	No	No	No	No	No	No	Yes	No	Yes
HOXC13	3229					2	No	No	No	No	No	No	Yes	No	Yes
HOXD11	3237					2	No	No	No	No	No	No	Yes	No	Yes
HOXD13	3239					2	No	No	No	No	No	No	Yes	No	Yes
HSP90AA1	3320					2	No	No	No	No	No	No	Yes	No	Yes
HSP90AB1	3326					2	No	No	No	No	No	No	Yes	No	Yes
IGH	3492					2	No	No	No	No	No	No	Yes	No	Yes
IGK	50802					2	No	No	No	No	No	No	Yes	No	Yes
IGL	3535					2	No	No	No	No	No	No	Yes	No	Yes
IL21R	50615					2	No	No	No	No	No	No	Yes	No	Yes
IL3	3562	ENST00000296870	NM_000588.3	ENST00000296870	NM_000588.3	2	Yes	Yes	No	No	No	No	Yes	No	No
ITK	3702					2	No	No	No	No	No	No	Yes	No	Yes
KBTBD4	55709	ENST00000395288	NM_016506.5	ENST00000395288	NM_016506.5	2	Yes	No	No	Yes	No	No	No	No	No
KDSR	2531					2	No	No	No	No	No	No	Yes	No	Yes
KIF5B	3799					2	No	No	No	No	No	No	Yes	No	Yes
KLF5	688	ENST00000377687	NM_001730.4	ENST00000377687	NM_001730.4	2	Yes	Yes	No	Yes	No	No	No	No	No
KLHL6	89857					2	No	No	No	No	No	Yes	Yes	No	No
KSR2	283455	ENST00000339824		ENST00000339824		2	Yes	Yes	No	No	Yes	No	No	No	No
LASP1	3927					2	No	No	No	No	No	No	Yes	No	Yes
LEF1	51176					2	No	No	No	No	No	No	Yes	No	Yes
LPP	4026					2	No	No	No	No	No	No	Yes	No	Yes
LRP1B	53353					2	No	No	No	No	No	No	Yes	No	Yes
LTB	4050	ENST00000376117	NM_002341.1	ENST00000376117	NM_002341.1	2	Yes	Yes	Yes	No	Yes	No	No	No	No
LYL1	4066					2	No	No	No	No	No	No	Yes	No	Yes
MAD2L2	10459	ENST00000235310	NM_001127325.1	ENST00000235310	NM_001127325.1	2	Yes	Yes	Yes	Yes	No	No	No	No	No
MGAM	8972	ENST00000549489	NM_004668.2	ENST00000549489	NM_004668.2	2	Yes	Yes	No	No	Yes	No	No	No	No
MLF1	4291					2	No	No	No	No	No	No	Yes	No	Yes
MLLT3	4300					2	No	No	No	No	No	No	Yes	No	Yes
MLLT6	4302					2	No	No	No	No	No	No	Yes	No	Yes
MN1	4330					2	No	No	No	No	No	No	Yes	No	Yes
MOB3B	79817	ENST00000262244	NM_024761.4	ENST00000262244	NM_024761.4	2	Yes	No	Yes	No	Yes	No	No	No	No
MPEG1	219972	ENST00000361050	NM_001039396.1	ENST00000361050	NM_001039396.1	2	Yes	No	No	No	Yes	No	No	No	No
MRTFA	57591					2	No	No	No	No	No	No	Yes	No	Yes
MSN	4478					2	No	No	No	No	No	No	Yes	No	Yes
MUC1	4582					2	No	No	No	No	No	No	Yes	No	Yes
MYH11	4629					2	No	No	No	No	No	No	Yes	No	Yes
MYH9	4627					2	No	No	No	No	No	No	Yes	No	Yes
NADK	65220	ENST00000341426	NM_001198993.1	ENST00000341426	NM_001198993.1	2	Yes	Yes	No	Yes	No	No	No	No	No
NCOA2	10499					2	No	No	No	No	No	No	Yes	No	Yes
NDRG1	10397					2	No	No	No	No	No	No	Yes	No	Yes
NFE2	4778	ENST00000312156	NM_001136023.2	ENST00000312156	NM_001136023.2	2	Yes	Yes	No	No	Yes	No	No	No	No
NFKB2	4791					2	No	No	No	No	No	No	Yes	No	Yes
NIN	51199					2	No	No	No	No	No	No	Yes	No	Yes
NRG1	3084	ENST00000405005	NM_013964.3	ENST00000405005	NM_013964.3	2	Yes	Yes	No	No	No	No	No	No	Yes
NUMA1	4926					2	No	No	No	No	No	No	Yes	No	Yes
NUP214	8021					2	No	No	No	No	No	No	Yes	No	Yes
NUTM2A	728118					2	No	No	No	No	No	No	Yes	No	Yes
PAFAH1B2	5049					2	No	No	No	No	No	No	Yes	No	Yes
PAX3	5077					2	No	No	No	No	No	No	Yes	No	Yes
PAX7	5081					2	No	No	No	No	No	No	Yes	No	Yes
PAX8	7849	ENST00000263334	NM_003466.3	ENST00000348715	NM_003466.3	2	Yes	Yes	No	No	No	No	No	No	Yes
PBX1	5087					2	No	No	No	No	No	No	Yes	No	Yes
PCM1	5108					2	No	No	No	No	No	No	Yes	No	Yes
PDE4DIP	9659					2	No	No	No	No	No	No	Yes	No	Yes
PDK1	5163					2	No	No	No	No	No	Yes	Yes	No	No
PDS5B	23047	ENST00000315596	NM_015032.3	ENST00000315596	NM_015032.3	2	Yes	No	Yes	No	Yes	No	No	No	No
PER1	5187					2	No	No	No	No	No	No	Yes	No	Yes
PGBD5	79605	ENST00000525115	NM_001258311.1	ENST00000525115	NM_001258311.1	2	Yes	Yes	No	Yes	No	No	No	No	No
PICALM	8301					2	No	No	No	No	No	No	Yes	No	Yes
PIGA	5277	ENST00000333590	NM_002641.3	ENST00000333590	NM_002641.3	2	Yes	No	Yes	No	Yes	No	No	No	No
PLAG1	5324					2	No	No	No	No	No	No	Yes	No	Yes
PML	5371					2	No	No	No	No	No	No	Yes	No	Yes
POU2AF1	5450					2	No	No	No	No	No	No	Yes	No	Yes
PPP2R2A	5520	ENST00000380737	NM_002717.3	ENST00000380737	NM_002717.3	2	Yes	No	Yes	No	No	Yes	No	No	No
PRDM16	63976					2	No	No	No	No	No	No	Yes	No	Yes
PRKACA	5566	ENST00000308677	NM_002730.3	ENST00000308677	NM_002730.3	2	Yes	Yes	No	No	No	No	No	No	Yes
PRRX1	5396					2	No	No	No	No	No	No	Yes	No	Yes
PSIP1	11168					2	No	No	No	No	No	No	Yes	No	Yes
PTPN1	5770	ENST00000371621	NM_001278618.1	ENST00000371621	NM_001278618.1	2	Yes	Yes	Yes	No	Yes	No	No	No	No
PTPRO	5800					2	No	No	No	No	No	Yes	Yes	No	No
QKI	9444					2	No	No	No	No	No	Yes	No	No	Yes
RABEP1	9135					2	No	No	No	No	No	No	Yes	No	Yes
RAP1GDS1	5910					2	No	No	No	No	No	No	Yes	No	Yes
RELN	5649	ENST00000428762	NM_005045.3	ENST00000428762	NM_005045.3	2	Yes	No	No	No	No	No	Yes	No	No
REST	5978	ENST00000309042	NM_001193508.1	ENST00000309042	NM_001193508.1	2	Yes	No	Yes	Yes	No	No	No	No	No
RHOH	399					2	No	No	No	No	No	No	Yes	No	Yes
RNF213	57674					2	No	No	No	No	No	No	Yes	No	Yes
ROBO1	6091	ENST00000464233	NM_002941.3	ENST00000464233	NM_002941.3	2	Yes	No	Yes	No	Yes	No	No	No	No
RPL22	6146					2	No	No	No	No	No	No	Yes	No	Yes
RPN1	6184					2	No	No	No	No	No	No	Yes	No	Yes
RSPO2	340419					2	No	No	No	No	No	Yes	No	No	Yes
SAMHD1	25939	ENST00000262878	NM_015474.3	ENST00000646673	NM_015474.3	2	Yes	No	Yes	No	Yes	No	No	No	No
SCG5	6447	ENST00000300175	NM_001144757.1	ENST00000300175	NM_001144757.1	2	Yes	Yes	No	Yes	No	No	No	No	No
SDC4	6385					2	No	No	No	No	No	Yes	No	No	Yes
SERPINB3	6317	ENST00000283752	NM_006919.2	ENST00000283752	NM_006919.2	2	Yes	Yes	Yes	Yes	No	No	No	No	No
SERPINB4	6318	ENST00000341074	NM_002974.3	ENST00000341074	NM_002974.3	2	Yes	No	No	Yes	No	No	No	No	No
SET	6418					2	No	No	No	No	No	No	Yes	No	Yes
SETD1A	9739	ENST00000262519	NM_014712.2	ENST00000262519	NM_014712.2	2	Yes	Yes	No	No	Yes	No	No	No	No
SETD1B	23067	ENST00000604567	XM_005253858.3	ENST00000604567	XM_005253858.3	2	Yes	No	No	No	Yes	No	No	No	No
SETD3	84193	ENST00000331768	NM_032233.2	ENST00000331768	NM_032233.2	2	Yes	No	No	No	Yes	No	No	No	No
SETD4	54093	ENST00000332131	NM_017438.4	ENST00000332131	NM_017438.4	2	Yes	No	No	No	Yes	No	No	No	No
SETD5	55209	ENST00000402198	NM_001080517.2	ENST00000402198	NM_001080517.2	2	Yes	No	No	No	Yes	No	No	No	No
SETD6	79918	ENST00000219315	NM_001160305.1	ENST00000219315	NM_001160305.1	2	Yes	No	No	No	Yes	No	No	No	No
SETD7	80854	ENST00000274031	NM_001306199.1	ENST00000274031	NM_001306199.1	2	Yes	No	No	No	Yes	No	No	No	No
SETDB2	83852	ENST00000354234	NM_031915.2	ENST00000317257	NM_031915.2	2	Yes	No	Yes	No	Yes	No	No	No	No
SH3GL1	6455					2	No	No	No	No	No	No	Yes	No	Yes
SLC34A2	10568					2	No	No	No	No	No	Yes	No	No	Yes
SLFN11	91607	ENST00000308377	NM_001104587.1	ENST00000308377	NM_001104587.1	2	Yes	No	Yes	Yes	No	No	No	No	No
SMARCA2	6595	ENST00000349721	NM_001289396.1	ENST00000349721	NM_001289396.1	2	Yes	No	Yes	Yes	No	No	No	No	No
SMG1	23049	ENST00000446231	NM_015092.4	ENST00000446231	NM_015092.4	2	Yes	No	Yes	No	Yes	No	No	No	No
SOCS3	9021	ENST00000330871	NM_003955.4	ENST00000330871	NM_003955.4	2	Yes	No	Yes	No	No	No	Yes	No	No
SP140	11262	ENST00000392045	NM_007237.4	ENST00000392045	NM_007237.4	2	Yes	No	Yes	No	Yes	No	No	No	No
SPRTN	83932	ENST00000295050	NM_032018.6	ENST00000295050	NM_032018.6	2	Yes	No	Yes	Yes	No	No	No	No	No
SRSF3	6428					2	No	No	No	No	No	No	Yes	No	Yes
SSX1	6756					2	No	No	No	No	No	No	Yes	No	Yes
SSX2	6757					2	No	No	No	No	No	No	Yes	No	Yes
SSX4	6759					2	No	No	No	No	No	No	Yes	No	Yes
STAG1	10274	ENST00000383202	NM_005862.2	ENST00000383202	NM_005862.2	2	Yes	No	Yes	No	Yes	No	No	No	No
TAF15	8148					2	No	No	No	No	No	No	Yes	No	Yes
TAL2	6887					2	No	No	No	No	No	No	Yes	No	Yes
TET3	200424	ENST00000409262	NM_144993	ENST00000409262	NM_144993	2	Yes	No	Yes	No	Yes	No	No	No	No
TFG	10342					2	No	No	No	No	No	No	Yes	No	Yes
TNFRSF17	608					2	No	No	No	No	No	No	Yes	No	Yes
TPM3	7170					2	No	No	No	No	No	No	Yes	No	Yes
TPM4	7171					2	No	No	No	No	No	No	Yes	No	Yes
TRA	6955					2	Yes	Yes	No	No	No	No	No	No	Yes
TRB	6957					2	Yes	Yes	No	No	No	No	No	No	Yes
TRD	6964					2	Yes	Yes	No	No	No	No	No	No	Yes
TRG	6965					2	Yes	Yes	No	No	No	No	Yes	No	No
TRIM24	8805					2	No	No	No	No	No	No	Yes	No	Yes
TRIP11	9321					2	No	No	No	No	No	No	Yes	No	Yes
TRIP13	9319	ENST00000166345	NM_004237.3	ENST00000166345	NM_004237.3	2	Yes	Yes	Yes	Yes	No	No	No	No	No
USP6	9098					2	No	No	No	No	No	No	Yes	No	Yes
VAV1	7409	ENST00000602142	NM_005428.3	ENST00000602142	NM_005428.3	2	Yes	Yes	No	No	Yes	No	No	No	No
VAV2	7410	ENST00000371850	NM_001134398.1	ENST00000371850	NM_001134398.1	2	Yes	Yes	No	No	Yes	No	No	No	No
WIF1	11197	ENST00000286574	NM_007191.4	ENST00000286574	NM_007191.4	2	Yes	No	Yes	No	No	No	No	No	Yes
ZBTB16	7704					2	No	No	No	No	No	No	Yes	No	Yes
ZMYM2	7750					2	No	No	No	No	No	No	Yes	No	Yes
ZNF217	7764					2	No	No	No	No	No	Yes	Yes	No	No
ZNF384	171017					2	No	No	No	No	No	No	Yes	No	Yes
ZNF521	25925					2	No	No	No	No	No	No	Yes	No	Yes
ZNF703	80139					2	No	No	No	No	No	Yes	Yes	No	No
ZNRF3	84133	ENST00000544604	NM_001206998.1	ENST00000544604	NM_001206998.1	2	Yes	No	Yes	Yes	No	No	No	No	No
ACKR3	57007					1	No	No	No	No	No	No	No	No	Yes
ACSL3	2181					1	No	No	No	No	No	No	No	No	Yes
ACSL6	23305					1	No	No	No	No	No	No	Yes	No	No
ACTB	60					1	No	No	No	No	No	No	Yes	No	No
ACVR2A	92					1	No	No	No	No	No	No	No	No	Yes
ADGRA2	25960					1	No	No	No	No	No	No	Yes	No	No
AFF3	3899					1	No	No	No	No	No	No	No	No	Yes
AJUBA	84962	ENST00000262713	NM_032876.5	ENST00000262713	NM_032876.5	1	Yes	No	Yes	No	No	No	No	No	No
APH1A	51107					1	No	No	No	No	No	No	Yes	No	No
APOBEC3B	9582					1	No	No	No	No	No	No	No	No	Yes
ASMTL	8623					1	No	No	No	No	No	No	Yes	No	No
ASPSCR1	79058					1	No	No	No	No	No	No	No	No	Yes
ATG5	9474					1	No	No	No	No	No	No	Yes	No	No
ATP1A1	476					1	No	No	No	No	No	No	No	No	Yes
ATP2B3	492					1	No	No	No	No	No	No	No	No	Yes
BAX	581					1	No	No	No	No	No	No	No	No	Yes
BCL9L	283149					1	No	No	No	No	No	No	No	No	Yes
BRD3	8019					1	No	No	No	No	No	No	No	No	Yes
BRSK1	84446					1	No	No	No	No	No	No	Yes	No	No
BTLA	151888					1	No	No	No	No	No	No	Yes	No	No
BUB1B	701					1	No	No	No	No	No	No	No	No	Yes
CACNA1D	776					1	No	No	No	No	No	No	No	No	Yes
CAD	790					1	No	No	No	No	No	No	Yes	No	No
CANT1	124583					1	No	No	No	No	No	No	No	No	Yes
CBLB	868					1	No	No	No	No	No	No	No	No	Yes
CBLC	23624					1	No	No	No	No	No	No	No	No	Yes
CCDC6	8030					1	No	No	No	No	No	No	No	No	Yes
CCN6	8838					1	No	No	No	No	No	No	Yes	No	No
CCNB1IP1	57820					1	No	No	No	No	No	No	No	No	Yes
CCNB3	85417	ENST00000276014	NM_033031.2	ENST00000276014	NM_033031.2	1	Yes	Yes	No	No	No	No	No	No	No
CCT6B	10693					1	No	No	No	No	No	No	Yes	No	No
CD36	948					1	No	No	No	No	No	No	Yes	No	No
CDH11	1009					1	No	No	No	No	No	No	No	No	Yes
CHCHD7	79145					1	No	No	No	No	No	No	No	No	Yes
CHD2	1106					1	No	No	No	No	No	No	Yes	No	No
CHD4	1108					1	No	No	No	No	No	No	No	No	Yes
CHIC2	26511					1	No	No	No	No	No	No	Yes	No	No
CHN1	1123					1	No	No	No	No	No	No	Yes	No	No
CILK1	22858					1	No	No	No	No	No	No	Yes	No	No
CKS1B	1163					1	No	No	No	No	No	No	Yes	No	No
CLIP1	6249					1	No	No	No	No	No	No	No	No	Yes
CLP1	10978					1	No	No	No	No	No	No	Yes	No	No
CNBP	7555					1	No	No	No	No	No	No	No	No	Yes
CNOT3	4849					1	No	No	No	No	No	No	No	No	Yes
COL2A1	1280					1	No	No	No	No	No	No	No	No	Yes
CPS1	1373					1	No	No	No	No	No	No	Yes	No	No
CRTC1	23373					1	No	No	No	No	No	No	No	No	Yes
CRTC3	64784					1	No	No	No	No	No	No	No	No	Yes
CSF1	1435					1	No	No	No	No	No	No	Yes	No	No
CUL4A	8451					1	No	No	No	No	No	Yes	No	No	No
CYP17A1	1586					1	No	No	No	No	No	Yes	No	No	No
DAZAP1	26528	ENST00000233078	NM_018959.3	ENST00000233078	NM_018959.3	1	Yes	No	No	No	No	No	No	No	No
DCTN1	1639					1	No	No	No	No	No	No	No	No	Yes
DDB2	1643					1	No	No	No	No	No	No	No	No	Yes
DDR1	780					1	No	No	No	No	No	Yes	No	No	No
DDX4	54514	ENST00000505374	NM_024415.2	ENST00000505374	NM_024415.2	1	Yes	Yes	No	No	No	No	No	No	No
DDX41	51428	ENST00000507955	NM_016222.2	ENST00000330503	NM_016222.2	1	Yes	No	Yes	No	No	No	No	No	No
DDX5	1655					1	No	No	No	No	No	No	No	No	Yes
DKK1	22943	ENST00000373970	NM_012242.2	ENST00000373970	NM_012242.2	1	Yes	No	No	No	No	No	No	No	No
DKK2	27123	ENST00000285311	NM_014421.2	ENST00000285311	NM_014421.2	1	Yes	No	No	No	No	No	No	No	No
DKK3	27122	ENST00000326932	NM_001018057.1	ENST00000326932	NM_001018057.1	1	Yes	No	No	No	No	No	No	No	No
DKK4	27121	ENST00000220812	NM_014420.2	ENST00000220812	NM_014420.2	1	Yes	No	No	No	No	No	No	No	No
DUSP2	1844					1	No	No	No	No	No	No	Yes	No	No
DUSP9	1852					1	No	No	No	No	No	No	Yes	No	No
EIF3E	3646					1	No	No	No	No	No	No	No	No	Yes
ELK4	2005					1	No	No	No	No	No	No	No	No	Yes
ELN	2006					1	No	No	No	No	No	No	Yes	No	No
ELP2	55250					1	No	No	No	No	No	No	Yes	No	No
EPHB4	2050					1	No	No	No	No	No	Yes	No	No	No
ERC1	23085					1	No	No	No	No	No	No	No	No	Yes
ETS1	2113					1	No	No	No	No	No	No	Yes	No	No
EXOSC6	118460					1	No	No	No	No	No	No	Yes	No	No
EXT1	2131					1	No	No	No	No	No	No	No	No	Yes
EXT2	2132					1	No	No	No	No	No	No	No	No	Yes
FAF1	11124					1	No	No	No	No	No	No	Yes	No	No
FAT4	79633					1	No	No	No	No	No	No	No	No	Yes
FBXO31	79791					1	No	No	No	No	No	No	Yes	No	No
FES	2242					1	No	No	No	No	No	No	No	No	Yes
FGF12	2257					1	No	No	No	No	No	Yes	No	No	No
FIP1L1	81608					1	No	No	No	No	No	No	No	No	Yes
FLYWCH1	84256					1	No	No	No	No	No	No	Yes	No	No
FNBP1	23048					1	No	No	No	No	No	No	Yes	No	No
FRS2	10818					1	No	No	No	No	No	No	Yes	No	No
GABRA6	2559					1	No	No	No	No	No	Yes	No	No	No
GADD45B	4616					1	No	No	No	No	No	No	Yes	No	No
GATA4	2626					1	No	No	No	No	No	Yes	No	No	No
GATA6	2627					1	No	No	No	No	No	Yes	No	No	No
GMPS	8833					1	No	No	No	No	No	No	Yes	No	No
GOLGA5	9950					1	No	No	No	No	No	No	No	No	Yes
GOPC	57120					1	No	No	No	No	No	No	No	No	Yes
GPC3	2719					1	No	No	No	No	No	No	No	No	Yes
GRM3	2913					1	No	No	No	No	No	Yes	No	No	No
GTSE1	51512					1	No	No	No	No	No	No	Yes	No	No
H3C15	333932	ENST00000331491	NM_001005464.2	ENST00000331491	NM_001005464.2	1	Yes	No	No	No	No	No	No	No	No
H3P6	440926	ENST00000316450	null	ENST00000369387	null	1	Yes	No	No	No	No	No	No	No	No
HIRA	7290					1	No	No	No	No	Yes	No	No	No	No
HNRNPA2B1	3181					1	No	No	No	No	No	No	No	No	Yes
HOOK3	84376					1	No	No	No	No	No	No	No	No	Yes
HOXA3	3200					1	No	No	No	No	No	No	Yes	No	No
HSD3B1	3283					1	No	No	No	No	No	Yes	No	No	No
IKBKB	3551					1	No	No	No	No	No	No	No	No	Yes
IKZF2	22807					1	No	No	No	No	No	No	Yes	No	No
IL2	3558					1	No	No	No	No	No	No	No	No	Yes
IL6ST	3572					1	No	No	No	No	No	No	No	No	Yes
INPP5D	3635					1	No	No	No	No	No	No	Yes	No	No
IRF2	3660					1	No	No	No	No	No	Yes	No	No	No
IRS4	8471					1	No	No	No	No	No	No	No	No	Yes
JAZF1	221895					1	No	No	No	No	No	No	Yes	No	No
KAT6B	23522					1	No	No	No	No	No	No	No	No	Yes
KCNJ5	3762					1	No	No	No	No	No	No	No	No	Yes
KDM2B	84678					1	No	No	No	No	No	No	Yes	No	No
KDM4C	23081					1	No	No	No	No	No	No	Yes	No	No
KEL	3792					1	No	No	No	No	No	Yes	No	No	No
KLF2	10365	ENST00000248071	NM_016270.2	ENST00000248071	NM_016270.2	1	Yes	No	Yes	No	No	No	No	No	No
KLF3	51274	ENST00000261438	NM_016531.5	ENST00000261438	NM_016531.5	1	Yes	No	Yes	No	No	No	No	No	No
KLF6	1316					1	No	No	No	No	No	No	No	No	Yes
KLK2	3817					1	No	No	No	No	No	No	No	No	Yes
KNL1	57082					1	No	No	No	No	No	No	No	No	Yes
KTN1	3895					1	No	No	No	No	No	No	No	No	Yes
