Gene_Ensembl_ID	Gene_full_name	Protein_RefSeq_ID
ENSG00000243789	jumonji domain containing 7	NP_001108104.1
ENSG00000243792	olfactory receptor family 7 subfamily E member 89 pseudogene	NA
ENSG00000243794	small nuclear ribonucleoprotein polypeptide C pseudogene 10	NA
ENSG00000243795	long intergenic non-protein coding RNA 2044	NA
ENSG00000243799	PEX5L antisense RNA 1	NA
ENSG00000243801	RNA, 7SL, cytoplasmic 461, pseudogene	NA
ENSG00000243806	ribosomal protein L7 pseudogene 18	NA
ENSG00000243810	CFAP61 antisense RNA 1	NA
ENSG00000243811	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	NP_001350710.1,NP_689639.2
ENSG00000243817	RNA, 7SL, cytoplasmic 189, pseudogene	NA
ENSG00000243818	uncharacterized LOC100507389	NA
ENSG00000243819	RNA, 7SL, cytoplasmic 832, pseudogene	NA
ENSG00000243824	ribosomal protein L12 pseudogene 6	NA
ENSG00000243832	long intergenic non-protein coding RNA 2000	NA
ENSG00000243836	WDR86 antisense RNA 1	NA
ENSG00000243838	proteasome 26S subunit, ATPase 1 pseudogene 7	NA
ENSG00000243844	ribosomal protein L17 pseudogene 33	NA
ENSG00000243845	RNA, 7SL, cytoplasmic 30, pseudogene	NA
ENSG00000243847	RNA, 7SL, cytoplasmic 610, pseudogene	NA
ENSG00000243849	CFAP44 antisense RNA 1	NA
ENSG00000243853	aldehyde dehydrogenase 7 family member A1 pseudogene 3	NA
ENSG00000243854	RNA, 7SL, cytoplasmic 67, pseudogene	NA
ENSG00000243855	ribosomal protein L12 pseudogene 5	NA
ENSG00000243856	RNA, 7SL, cytoplasmic 551, pseudogene	NA
ENSG00000243859	ribosomal protein L5 pseudogene 17	NA
ENSG00000243864	RPS3A pseudogene 50	NA
ENSG00000243870	RNA, 7SL, cytoplasmic 236, pseudogene	NA
ENSG00000243871	RNA, 7SL, cytoplasmic 487, pseudogene	NA
ENSG00000243872	RNA, 7SL, cytoplasmic 464, pseudogene	NA
ENSG00000243873	high mobility group box 1 pseudogene 36	NA
ENSG00000243877	high mobility group box 1 pseudogene 38	NA
ENSG00000243883	RNA, 7SL, cytoplasmic 419, pseudogene	NA
ENSG00000243889	T cell receptor beta variable 8-1 (pseudogene)	NA
ENSG00000243894	RPS3A pseudogene 16	NA
ENSG00000243896	olfactory receptor family 2 subfamily A member 7	NP_001005328.1
ENSG00000243900	RNA, 7SL, cytoplasmic 320, pseudogene	NA
ENSG00000243902	extracellular leucine rich repeat and fibronectin type III domain containing 2	NP_443138.2
ENSG00000243904	ribosomal protein SA pseudogene 5	NA
ENSG00000243905	RNA, 7SL, cytoplasmic 679, pseudogene	NA
ENSG00000243910	tubulin alpha 4b	NP_001342150.1
ENSG00000243911	RNA, 7SL, cytoplasmic 430, pseudogene	NA
ENSG00000243914	ribosomal protein L5 pseudogene 14	NA
ENSG00000243915	THAP domain containing 12 pseudogene 2	NA
ENSG00000243918	eukaryotic translation initiation factor 4B pseudogene 8	NA
ENSG00000243920	ribosomal protein S26 pseudogene 24	NA
ENSG00000243925	ribosomal protein S24 pseudogene 18	NA
ENSG00000243926	TIPARP antisense RNA 1	NA
ENSG00000243927	mitochondrial ribosomal protein S6	NP_115865.1
ENSG00000243930	ribosomal protein S12 pseudogene 21	NA
ENSG00000243943	zinc finger protein 512	NP_001258215.1,NP_001258216.1,NP_001258217.1,NP_001258218.1,NP_001258247.1,NP_115810.2
ENSG00000243951	RNA, 7SL, cytoplasmic 308, pseudogene	NA
ENSG00000243954	RNA, 7SL, cytoplasmic 743, pseudogene	NA
ENSG00000243955	glutathione S-transferase alpha 1	NP_001305988.1,NP_665683.1
ENSG00000243957	RNA, 7SL, cytoplasmic 647, pseudogene	NA
ENSG00000243959	RNA, 7SL, cytoplasmic 684, pseudogene	NA
ENSG00000243961	PPARG activating RBM14 associated lncRNA 1	NA
ENSG00000243964	ribosomal protein L23a pseudogene 65	NA
ENSG00000243967	NBPF member 5, pseudogene	NA
ENSG00000243968	RNA, 7SL, cytoplasmic 402, pseudogene	NA
ENSG00000243970	peptidylprolyl isomerase E like pseudogene	NA
ENSG00000243974	vesicle transport through interaction with t-SNAREs 1B pseudogene 1	NA
ENSG00000243976	RNA, 7SL, cytoplasmic 523, pseudogene	NA
ENSG00000243977	H3 histone pseudogene 13	NA
ENSG00000243978	retrotransposon Gag like 9	NP_001372378.1,NP_065820.1
ENSG00000243980	RNA, 7SL, cytoplasmic 702, pseudogene	NA
ENSG00000243986	enolase 1 pseudogene 3	NA
ENSG00000243988	ribosomal protein S24 pseudogene 17	NA
ENSG00000243989	aminoacylase 1	NP_000657.1,NP_001185824.1,NP_001185825.1,NP_001185826.1,NP_001185827.1
ENSG00000243991	RNA, 7SL, cytoplasmic 447, pseudogene	NA
ENSG00000244002	ribosomal protein SA pseudogene 39	NA
ENSG00000244003	RNA, 7SL, cytoplasmic 143, pseudogene	NA
ENSG00000244004	RPS3A pseudogene 19	NA
ENSG00000244005	NFS1 cysteine desulfurase	NP_001185918.1,NP_066923.3
ENSG00000244006	RNA, 7SL, cytoplasmic 799, pseudogene	NA
ENSG00000244009	beta-1,3-glucuronyltransferase 3 pseudogene 1	NA
ENSG00000244018	ribosomal protein L35 pseudogene 6	NA
ENSG00000244019	ribosomal protein S2 pseudogene 24	NA
ENSG00000244020	metallothionein 1H like 1	NP_001263616.1
ENSG00000244024	LARP7 pseudogene 4	NA
ENSG00000244025	keratin associated protein 19-3	NP_853640.1
ENSG00000244026	family with sequence similarity 86 member D, pseudogene	NA
ENSG00000244031	RPS3A pseudogene 17	NA
ENSG00000244033	RNA, 7SL, cytoplasmic 228, pseudogene	NA
ENSG00000244034	RNA, 7SL, cytoplasmic 424, pseudogene	NA
ENSG00000244038	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	NP_005207.3
ENSG00000244040	IL12A antisense RNA 1	NA
ENSG00000244041	long intergenic non-protein coding RNA 1011	NA
ENSG00000244043	ribosomal protein S27 pseudogene 27	NA
ENSG00000244044	RNA, 7SL, cytoplasmic 735, pseudogene	NA
ENSG00000244045	transmembrane protein 199	NP_689677.1
ENSG00000244048	ribosomal protein S18 pseudogene 6	NA
ENSG00000244050	defensin beta 109F (pseudogene)	NA
ENSG00000244052	ribosomal protein L5 pseudogene 24	NA
ENSG00000244053	ribosomal protein L13a pseudogene 2	NA
ENSG00000244056	RNA, 7SL, cytoplasmic 417, pseudogene	NA
ENSG00000244057	late cornified envelope 3C	NP_848521.1
ENSG00000244060	ribosomal protein S2 pseudogene 41	NA
ENSG00000244065	microtubule affinity regulating kinase 2 pseudogene 17	NA
ENSG00000244066	RNA, 7SL, cytoplasmic 148, pseudogene	NA
ENSG00000244067	glutathione S-transferase alpha 2	NP_000837.3
ENSG00000244071	ribosomal protein L9 pseudogene 33	NA
ENSG00000244073	ribosomal protein S4X pseudogene 6	NA
ENSG00000244080	RNA, 7SL, cytoplasmic 833, pseudogene	NA
ENSG00000244088	ribosomal protein L23a pseudogene 44	NA
ENSG00000244089	high mobility group box 1 pseudogene 30	NA
ENSG00000244091	RNA, 7SL, cytoplasmic 483, pseudogene	NA
ENSG00000244094	small proline rich protein 2F	NP_001014450.1,NP_001369184.1
ENSG00000244097	ribosomal protein S4X pseudogene 17	NA
ENSG00000244099	ribosomal protein S23 pseudogene 3	NA
ENSG00000244101	high mobility group nucleosome binding domain 1 pseudogene 10	NA
ENSG00000244104	RNA, 7SL, cytoplasmic 659, pseudogene	NA
ENSG00000244107	RNA, 7SL, cytoplasmic 250, pseudogene	NA
ENSG00000244112	RNA, 7SL, cytoplasmic 508, pseudogene	NA
ENSG00000244115	DNAJC25-GNG10 readthrough	NP_004116.2
ENSG00000244116	immunoglobulin kappa variable 2-28	NA
ENSG00000244119	PDCL3 pseudogene 4	NA
ENSG00000244122	UDP glucuronosyltransferase family 1 member A7	NP_061950.2
ENSG00000244124	ATP1B3 antisense RNA 1	NA
ENSG00000244128	long intergenic non-protein coding RNA 1322	NA
ENSG00000244130	ubiquitin conjugating enzyme E2 Q2 pseudogene 9	NA
ENSG00000244131	ribosomal protein SA pseudogene 51	NA
ENSG00000244134	ribosomal protein S12 pseudogene 20	NA
ENSG00000244139	RNA, 7SL, cytoplasmic 397, pseudogene	NA
ENSG00000244142	ATPase H+ transporting V0 subunit c pseudogene 2	NA
ENSG00000244153	WW domain containing E3 ubiquitin protein ligase 1 pseudogene 1	NA
ENSG00000244155	cytochrome P450 family 4 subfamily F member 34, pseudogene	NA
ENSG00000244157	eukaryotic translation initiation factor 4E family member 2 pseudogene 2	NA
ENSG00000244158	CALHM6 antisense RNA 1	NA
ENSG00000244159	RPS27A pseudogene 13	NA
ENSG00000244161	FLNB antisense RNA 1	NA
ENSG00000244165	purinergic receptor P2Y11	NP_002557.2
ENSG00000244169	RNA, 7SL, cytoplasmic 120, pseudogene	NA
ENSG00000244171	PBX homeobox 2 pseudogene 1	NA
ENSG00000244183	peptidylprolyl isomerase A pseudogene 71	NA
ENSG00000244184	PELP1 divergent transcript	NA
ENSG00000244187	transmembrane protein 141	NP_116317.1
ENSG00000244194	RNA, 7SL, cytoplasmic 218, pseudogene	NA
ENSG00000244196	peptidylprolyl isomerase A pseudogene 15	NA
ENSG00000244197	RNA, 7SL, cytoplasmic 766, pseudogene	NA
ENSG00000244198	ARHGEF35 antisense RNA 1	NA
ENSG00000244199	eukaryotic translation initiation factor 4E pseudogene 3	NA
ENSG00000244203	FOXP1 antisense RNA 1	NA
ENSG00000244213	zinc finger AN1-type containing 6 pseudogene 1	NA
ENSG00000244215	long intergenic non-protein coding RNA 2016	NA
ENSG00000244217	ribosomal protein S4X pseudogene 10	NA
ENSG00000244218	RNA, 7SL, cytoplasmic 81, pseudogene	NA
ENSG00000244219	transmembrane protein 225B	NP_001182470.1,NP_001182471.1,NP_001182472.1
ENSG00000244222	olfactory receptor family 7 subfamily E member 121 pseudogene	NA
ENSG00000244226	interleukin enhancer binding factor 2 pseudogene 1	NA
ENSG00000244227	leucine rich repeat containing 77, pseudogene	NA
ENSG00000244229	ribosomal protein L26 pseudogene 35	NA
ENSG00000244230	RNA, 7SL, cytoplasmic 151, pseudogene	NA
ENSG00000244231	CSPG4 pseudogene 2 Y-linked	NA
ENSG00000244232	RNA, 7SL, cytoplasmic 698, pseudogene	NA
ENSG00000244234	germ cell-less 2, spermatogenesis associated	NP_001344937.1
ENSG00000244236	RNA, 7SL, cytoplasmic 604, pseudogene	NA
ENSG00000244242	interferon induced transmembrane protein 10	NP_001164291.2
ENSG00000244244	RPS3A pseudogene 42	NA
ENSG00000244246	zinc finger protein 736 pseudogene 8, Y-linked	NA
ENSG00000244247	long intergenic non-protein coding RNA 1995	NA
ENSG00000244253	ribosomal protein S29 pseudogene 24	NA
ENSG00000244256	RNA, 7SL, cytoplasmic 130, pseudogene	NA
ENSG00000244257	polycystin 1, transient receptor potential channel interacting pseudogene 1	NA
ENSG00000244264	RNA, 7SL, cytoplasmic 597, pseudogene	NA
ENSG00000244265	SIAH2 antisense RNA 1	NA
ENSG00000244267	ribosomal protein L34 pseudogene 22	NA
ENSG00000244270	ribosomal protein L32 pseudogene 29	NA
ENSG00000244273	piggyBac transposable element derived 4 pseudogene 1	NA
ENSG00000244274	dysbindin domain containing 2	NP_001041686.1,NP_001041687.1,NP_001041688.1,NP_001041689.1,NP_001041690.3,NP_001041691.3,NP_001184068.1,NP_001184069.1,NP_060948.3
ENSG00000244280	endothelin converting enzyme like 1 pseudogene 2	NA
ENSG00000244283	ribosomal protein L23a pseudogene 73	NA
ENSG00000244286	ITGB5 antisense RNA 1	NA
ENSG00000244289	RPS3A pseudogene 35	NA
ENSG00000244292	olfactory receptor family 9 subfamily N member 1 pseudogene	NA
ENSG00000244294	RNA, 7SL, cytoplasmic 740, pseudogene	NA
ENSG00000244295	ribosomal protein S20 pseudogene 21	NA
ENSG00000244296	RNA, 7SL, cytoplasmic 168, pseudogene	NA
ENSG00000244297	RNA, 7SL, cytoplasmic 465, pseudogene	NA
ENSG00000244300	GATA2 antisense RNA 1	NA
ENSG00000244301	aldehyde oxidase 3, pseudogene	NA
ENSG00000244302	PEX5L antisense RNA 2	NA
ENSG00000244306	double homeobox A pseudogene 10	NA
ENSG00000244307	RNA, 7SL, cytoplasmic 395, pseudogene	NA
ENSG00000244308	RNA, 7SL, cytoplasmic 762, pseudogene	NA
ENSG00000244314	RNA, 7SL, cytoplasmic 36, pseudogene	NA
ENSG00000244318	RNA, 7SL, cytoplasmic 252, pseudogene	NA
ENSG00000244321	long intergenic non-protein coding RNA 1326	NA
ENSG00000244326	RNA, 7SL, cytoplasmic 814, pseudogene	NA
ENSG00000244328	RNA, 7SL, cytoplasmic 845, pseudogene	NA
ENSG00000244329	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9	NA
ENSG00000244335	RNA, 7SL, cytoplasmic 687, pseudogene	NA
ENSG00000244342	long intergenic non-protein coding RNA 698	NA
ENSG00000244355	lymphocyte antigen 6 family member G6D	NP_067069.2
ENSG00000244356	RNA, 7SL, cytoplasmic 398, pseudogene	NA
ENSG00000244357	RNA, 7SL, cytoplasmic 145, pseudogene	NA
ENSG00000244361	ribosomal protein L30 pseudogene 7	NA
ENSG00000244362	keratin associated protein 19-7	NP_853645.1
ENSG00000244363	ribosomal protein L7 pseudogene 23	NA
ENSG00000244371	profilin 1 pseudogene 8	NA
ENSG00000244372	RNA, 7SL, cytoplasmic 423, pseudogene	NA
ENSG00000244376	RNA, 7SL, cytoplasmic 636, pseudogene	NA
ENSG00000244378	ribosomal protein S2 pseudogene 45	NA
ENSG00000244381	succinate dehydrogenase complex subunit D pseudogene 3	NA
ENSG00000244383	FAM3D antisense RNA 1	NA
ENSG00000244384	RNA, 7SL, cytoplasmic 359, pseudogene	NA
ENSG00000244389	RNA, 7SL, cytoplasmic 242, pseudogene	NA
ENSG00000244390	ribosomal protein S6 pseudogene 22	NA
ENSG00000244391	RNA, 7SL, cytoplasmic 330, pseudogene	NA
ENSG00000244392	RNA, 7SL, cytoplasmic 869, pseudogene	NA
ENSG00000244395	RNA binding motif protein Y-linked family 1 member D	NP_001006120.2,NP_001307878.1,NP_001307879.1
ENSG00000244399	RNA, 7SL, cytoplasmic 251, pseudogene	NA
ENSG00000244400	ribosomal protein S4X pseudogene 12	NA
ENSG00000244402	RNA, 7SL, cytoplasmic 314, pseudogene	NA
ENSG00000244404	RNA, 7SL, cytoplasmic 216, pseudogene	NA
ENSG00000244405	ETS variant transcription factor 5	NP_004445.1
ENSG00000244411	keratin associated protein 5-7	NP_001012521.1
ENSG00000244413	ribosomal protein L23a pseudogene 56	NA
ENSG00000244414	complement factor H related 1	NP_001366235.1,NP_001366236.1,NP_001366237.1,NP_001366238.1,NP_001366239.1,NP_001366240.1,NP_001366241.1,NP_002104.2
ENSG00000244422	RPL38 pseudogene 3	NA
ENSG00000244425	RNA, 7SL, cytoplasmic 268, pseudogene	NA
ENSG00000244427	RPS3A pseudogene 31	NA
ENSG00000244432	ribosomal protein L39 pseudogene 28	NA
ENSG00000244437	immunoglobulin kappa variable 3-15	NA
ENSG00000244451	ribosomal protein L34 pseudogene 21	NA
ENSG00000244456	SPECC1 pseudogene 2	NA
ENSG00000244457	enolase 1 pseudogene 1	NA
ENSG00000244461	long intergenic non-protein coding RNA 2077	NA
ENSG00000244462	RNA binding motif protein 12	NP_001185767.1,NP_001185769.1,NP_006038.2,NP_690051.1
ENSG00000244474	UDP glucuronosyltransferase family 1 member A4	NP_009051.1
ENSG00000244476	endogenous retrovirus group FRD member 1, envelope	NP_997465.1
ENSG00000244479	OR2A1 antisense RNA 1	NA
ENSG00000244482	leukocyte immunoglobulin like receptor A6	NP_001347096.1,NP_077294.3
ENSG00000244485	ribosomal protein L18 pseudogene 13	NA
ENSG00000244486	scavenger receptor class F member 2	NP_699165.3,NP_878315.2
ENSG00000244490	RWD domain containing 4 pseudogene 1	NA
ENSG00000244493	SLC9A9 antisense RNA 2	NA
ENSG00000244501	RNA, 7SL, cytoplasmic 623, pseudogene	NA
ENSG00000244502	HDAC11 antisense RNA 1	NA
ENSG00000244509	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	NP_055323.2
ENSG00000244512	RNA, 7SL, cytoplasmic 28, pseudogene	NA
ENSG00000244514	RNA, 7SL, cytoplasmic 125, pseudogene	NA
ENSG00000244515	keratin 18 pseudogene 34	NA
ENSG00000244521	RNA, 7SL, cytoplasmic 700, pseudogene	NA
ENSG00000244528	septin 14 pseudogene 2	NA
ENSG00000244532	RNA, 7SL, cytoplasmic 380, pseudogene	NA
ENSG00000244534	RNA, 7SL, cytoplasmic 211, pseudogene	NA
ENSG00000244537	keratin associated protein 4-2	NP_149051.2
ENSG00000244540	ribosomal protein L35a pseudogene 29	NA
ENSG00000244541	long intergenic non-protein coding RNA 1213	NA
ENSG00000244544	RNA, 7SL, cytoplasmic 446, pseudogene	NA
ENSG00000244551	ribosomal protein L34 pseudogene 29	NA
ENSG00000244556	ornithine decarboxylase pseudogene	NA
ENSG00000244558	KCNK15 and WISP2 antisense RNA 1	NA
ENSG00000244563	ribosomal protein S26 pseudogene 19	NA
ENSG00000244564	PRICKLE2 divergent transcript	NA
ENSG00000244565	POLR2D pseudogene 2	NA
ENSG00000244568	RNA, 7SL, cytoplasmic 654, pseudogene	NA
ENSG00000244571	ribosomal protein S6 pseudogene 4	NA
ENSG00000244573	ribosomal protein L30 pseudogene 11	NA
ENSG00000244575	immunoglobulin kappa variable 1-27	NA
ENSG00000244578	long intergenic non-protein coding RNA 1391	NA
ENSG00000244582	ribosomal protein L21 pseudogene 120	NA
ENSG00000244585	ribosomal protein L12 pseudogene 33	NA
ENSG00000244586	WNT5A antisense RNA 1	NA
ENSG00000244588	RAD21 cohesin complex component like 1	NP_001130038.2,NP_001371284.1,NP_001371285.1,NP_001371286.1,NP_001371287.1
ENSG00000244607	coiled-coil domain containing 13	NP_653320.3
ENSG00000244610	RNA, 7SL, cytoplasmic 756, pseudogene	NA
ENSG00000244615	paraspeckle component 1 pseudogene 2	NA
ENSG00000244617	aspartic peptidase retroviral like 1	NP_690005.3
ENSG00000244618	RNA, 7SL, cytoplasmic 334, pseudogene	NA
ENSG00000244621	ribosomal protein S17 pseudogene 11	NA
ENSG00000244623	olfactory receptor family 2 subfamily AE member 1	NP_001005276.1
ENSG00000244624	keratin associated protein 20-1	NP_853646.1
ENSG00000244625	MIAT neighbor	NA
ENSG00000244627	TPTE pseudogene 2	NA
ENSG00000244632	RNA, 7SL, cytoplasmic 863, pseudogene	NA
ENSG00000244641	ribosomal protein S26 pseudogene 43	NA
ENSG00000244642	RNA, 7SL, cytoplasmic 396, pseudogene	NA
ENSG00000244646	XK related, Y-linked 2	NA
ENSG00000244649	long intergenic non-protein coding RNA 2086	NA
ENSG00000244653	ubiquitin family domain containing 1 pseudogene 1	NA
ENSG00000244661	T cell receptor beta variable 12-1 (pseudogene)	NA
ENSG00000244668	small nuclear ribonucleoprotein polypeptide C pseudogene 3	NA
ENSG00000244671	RNA, 7SL, cytoplasmic 280, pseudogene	NA
ENSG00000244674	RPS3A pseudogene 15	NA
ENSG00000244677	RNA, 7SL, cytoplasmic 706, pseudogene	NA
ENSG00000244681	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1	NA
ENSG00000244682	Fc fragment of IgG receptor IIc (gene/pseudogene)	NA
ENSG00000244687	ubiquitin conjugating enzyme E2 V1	NP_001027459.1,NP_001244322.1,NP_001244323.1,NP_001244324.1,NP_001244325.1,NP_001244326.1,NP_001244327.1,NP_001244328.1,NP_001269504.1,NP_001269505.1,NP_001269506.1,NP_001269507.1,NP_001269508.1,NP_001269509.1,NP_068823.2,NP_071887.1,NP_954595.1
ENSG00000244691	ribosomal protein L10a pseudogene 1	NA
ENSG00000244692	RNA, 7SL, cytoplasmic 724, pseudogene	NA
ENSG00000244693	CTAGE family member 8	NP_001265436.1
ENSG00000244694	patched domain containing 4	NP_001013754.3,NP_001371182.1,NP_997382.2
ENSG00000244703	CD46 molecule pseudogene 1	NA
ENSG00000244708	ribosomal protein L23 pseudogene 10	NA
ENSG00000244710	RNA, 7SL, cytoplasmic 47, pseudogene	NA
ENSG00000244717	ribosomal protein S27 pseudogene 14	NA
ENSG00000244720	NT5C3A pseudogene 2	NA
ENSG00000244722	ribosomal protein SA pseudogene 29	NA
ENSG00000244723	argininosuccinate lyase pseudogene 1	NA
ENSG00000244731	complement C4A (Rodgers blood group)	NP_001239133.1,NP_009224.2
ENSG00000244732	RNA, 7SL, cytoplasmic 870, pseudogene	NA
ENSG00000244734	hemoglobin subunit beta	NP_000509.1
ENSG00000244743	ribosomal protein L35a pseudogene 27	NA
ENSG00000244748	RNA, 7SL, cytoplasmic 153, pseudogene	NA
ENSG00000244752	crystallin beta B2	NP_000487.1
ENSG00000244753	ribosomal protein L15 pseudogene 21	NA
ENSG00000244754	NEDD4 binding protein 2 like 2	NP_001265361.1,NP_001307765.1,NP_001373930.1,NP_001373931.1,NP_001373933.1,NP_001373934.1,NP_001373935.1,NP_001373937.1,NP_001373938.1,NP_001373944.1,NP_001373945.1,NP_001373946.1,NP_001373947.1,NP_001373948.1,NP_001373949.1,NP_001373988.1,NP_001373989.1,NP_001374008.1,NP_001374009.1,NP_001374010.1,NP_001374011.1,NP_001374012.1,NP_001374028.1,NP_001374029.1,NP_001374030.1,NP_001374031.1,NP_001374032.1,NP_001374033.1,NP_001374034.1,NP_001374035.1,NP_001374036.1,NP_001374037.1,NP_001374094.1,NP_001374152.1,NP_001374153.1,NP_001374154.1,NP_001382153.1,NP_055702.1,NP_149102.3
ENSG00000244791	uncharacterized LOC101927657	NA
ENSG00000244879	GABPB1 antisense RNA 1	NA
ENSG00000244921	MT-CYB pseudogene 18	NA
ENSG00000244926	ALKBH3 antisense RNA 1	NA
ENSG00000244945	RUFY1 antisense RNA 1	NA
ENSG00000244968	LIFR antisense RNA 1	NA
ENSG00000245008	uncharacterized LOC101929538	NA
ENSG00000245017	long intergenic non-protein coding RNA 2453	NA
ENSG00000245060	long intergenic non-protein coding RNA 847	NA
ENSG00000245067	IGFBP7 antisense RNA 1	NA
ENSG00000245080	MIR3150B host gene	NA
ENSG00000245105	A2M antisense RNA 1	NA
ENSG00000245112	SMARCA5 antisense RNA 1	NA
ENSG00000245146	mitosis associated long intergenic non-coding RNA 1	NA
ENSG00000245148	ARAP1 antisense RNA 2	NA
ENSG00000245149	RNF139 divergent transcript	NA
ENSG00000245164	long intergenic non-protein coding RNA 861	NA
ENSG00000245205	eukaryotic translation elongation factor 1 alpha 1 pseudogene 4	NA
ENSG00000245213	GALNT7 divergent transcript	NA
ENSG00000245248	USP2 antisense RNA 1 (head to head)	NA
ENSG00000245275	SAP30L antisense RNA 1 (head to head)	NA
ENSG00000245281	ASAH1 antisense RNA 1	NA
ENSG00000245293	CYP2U1 and SGMS2 antisense RNA 1	NA
ENSG00000245311	ARNTL2 antisense RNA 1	NA
ENSG00000245317	uncharacterized LOC100996419	NA
ENSG00000245322	H2AZ1 divergent transcript	NA
ENSG00000245384	CXXC4 antisense RNA 1	NA
ENSG00000245466	TTC9 divergent transcript	NA
ENSG00000245468	long intergenic non-protein coding RNA 2447	NA
ENSG00000245479	long intergenic non-protein coding RNA 1585	NA
ENSG00000245498	MSANTD2 antisense RNA 1	NA
ENSG00000245522	long intergenic non-protein coding RNA 2709	NA
ENSG00000245526	long intergenic non-protein coding RNA 461	NA
ENSG00000245532	nuclear paraspeckle assembly transcript 1	NA
ENSG00000245534	RORA antisense RNA 1	NA
ENSG00000245552	uncharacterized LOC101929295	NA
ENSG00000245556	SCAMP1 antisense RNA 1	NA
ENSG00000245571	FAM111A divergent transcript	NA
ENSG00000245573	BDNF antisense RNA	NA
ENSG00000245598	DACT3 antisense RNA 1	NA
ENSG00000245614	DDX11 antisense RNA 1	NA
ENSG00000245648	KLRK1 antisense RNA 1	NA
ENSG00000245651	uncharacterized LOC283387	NA
ENSG00000245662	long intergenic non-protein coding RNA 2211	NA
ENSG00000245680	zinc finger protein 585B	NP_689492.3
ENSG00000245685	FRG1 divergent transcript	NA
ENSG00000245694	uncharacterized LOC101927480	NA
ENSG00000245711	NADK2 antisense RNA 1	NA
ENSG00000245719	uncharacterized LOC101929076	NA
ENSG00000245729	long intergenic non-protein coding RNA 2226	NA
ENSG00000245748	uncharacterized LOC100129931	NA
ENSG00000245750	downregulated RNA in cancer, inhibitor of cell invasion and migration	NA
ENSG00000245812	long intergenic non-protein coding RNA 2202	NA
ENSG00000245832	MIR4300 host gene	NA
ENSG00000245848	CCAAT enhancer binding protein alpha	NP_001272758.1,NP_001274353.1,NP_001274364.1,NP_004355.2
ENSG00000245849	RAD51 antisense RNA 1	NA
ENSG00000245857	uncharacterized LOC100652791	NA
ENSG00000245864	MEF2C antisense RNA 2	NA
ENSG00000245870	long intergenic non-protein coding RNA 682	NA
ENSG00000245888	NSMCE1 divergent transcript	NA
ENSG00000245910	small nucleolar RNA host gene 6	NA
ENSG00000245928	SDAD1 antisense RNA 1	NA
ENSG00000245937	long intergenic non-protein coding RNA 1184	NA
ENSG00000245954	long intergenic non-protein coding RNA 2273	NA
ENSG00000245958	septin 7 pseudogene 14	NA
ENSG00000245975	uncharacterized LOC101928725	NA
ENSG00000246016	long intergenic non-protein coding RNA 1513	NA
ENSG00000246022	ALDH1L1 antisense RNA 2	NA
ENSG00000246067	RAB30 divergent transcript	NA
ENSG00000246082	nudix hydrolase 16 like 2, pseudogene	NA
ENSG00000246084	long intergenic non-protein coding RNA 2325	NA
ENSG00000246089	MCPH1 divergent transcript	NA
ENSG00000246090	uncharacterized LOC100507053	NA
ENSG00000246095	long intergenic non-protein coding RNA 1096	NA
ENSG00000246100	long intergenic non-protein coding RNA 900	NA
ENSG00000246115	SPT4 homolog, DSIF elongation factor subunit pseudogene 2	NA
ENSG00000246130	TNF receptor superfamily member 10d pseudogene	NA
ENSG00000246145	RRS1 divergent transcript	NA
ENSG00000246174	KCTD21 antisense RNA 1	NA
ENSG00000246211	P4HA3 antisense RNA 1	NA
ENSG00000246214	RETREG1 antisense RNA 1	NA
ENSG00000246223	long intergenic non-protein coding RNA 1550	NA
ENSG00000246228	cancer susceptibility 8	NA
ENSG00000246263	UBR5 antisense RNA 1	NA
ENSG00000246273	SBF2 antisense RNA 1	NA
ENSG00000246308	uncharacterized LOC101928053	NA
ENSG00000246331	uncharacterized LOC645485	NA
ENSG00000246334	PRR7 antisense RNA 1	NA
ENSG00000246339	EXTL3 antisense RNA 1	NA
ENSG00000246363	long intergenic non-protein coding RNA 2458	NA
ENSG00000246366	LACTB2 antisense RNA 1	NA
ENSG00000246375	PPM1K divergent transcript	NA
ENSG00000246379	GNAO1 divergent transcript	NA
ENSG00000246394	ZNF84 divergent transcript	NA
ENSG00000246422	DIAPH1 antisense RNA 1	NA
ENSG00000246430	long intergenic non-protein coding RNA 968	NA
ENSG00000246477	uncharacterized LOC101929290	NA
ENSG00000246523	FZD4 divergent transcript	NA
ENSG00000246526	long intergenic non-protein coding RNA 2481	NA
ENSG00000246528	uncharacterized LOC101929759	NA
ENSG00000246541	SMARCAD1 divergent transcript	NA
ENSG00000246548	long intergenic non-protein coding RNA 2288	NA
ENSG00000246560	UBE2D3 antisense RNA 1	NA
ENSG00000246582	TNFRSF10A divergent transcript	NA
ENSG00000246627	CACNA1C antisense RNA 1	NA
ENSG00000246640	p53 inducible cancer associated RNA transcript 1	NA
ENSG00000246662	CIBAR1 divergent transcript	NA
ENSG00000246695	RASSF8 antisense RNA 1	NA
ENSG00000246705	H2A.J histone	NP_808760.1
